tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2936,30,1328,B,v13_piggyback
3621,4,1228,B,v13_piggyback
3710,251,2349,B,v13_piggyback
4016,409,3243,B,v13_piggyback
4303,76,1527,B,v13_piggyback
4656,150,1863,B,v13_fetch
5017,150,1863,B,v13_fetch
5095,255,2372,B,v13_piggyback
6287,122,1730,B,v13_piggyback
6451,150,1863,B,v13_fetch
6490,128,1761,B,v13_piggyback
6595,310,2666,B,v13_piggyback
6852,482,1171,A,v13_piggyback
6907,61,1457,B,v13_piggyback
7141,474,1123,A,v13_piggyback
7498,478,1143,A,v13_piggyback
7550,141,1820,B,v13_piggyback
8139,246,324,A,v13_piggyback
8726,349,2894,B,v13_piggyback
9053,470,1097,A,v13_piggyback
9212,177,1990,B,v13_piggyback
10106,103,1642,B,v13_piggyback
10266,150,1863,B,v13_piggyback
10301,363,644,A,v13_piggyback
10827,265,375,A,v13_fetch
10971,179,2001,B,v13_piggyback
11444,61,1457,B,v13_piggyback
11864,479,1150,A,v13_piggyback
11873,61,1458,B,v13_piggyback
11973,278,2480,B,v13_piggyback
13017,297,457,A,v13_fetch
13137,303,466,A,v13_piggyback
13810,275,384,A,v13_piggyback
14446,138,135,A,v13_fetch
14449,265,2420,B,v13_piggyback
14485,11,1250,B,v13_piggyback
14902,346,586,A,v13_piggyback
15537,273,385,A,v13_piggyback
15537,273,384,A,v13_piggyback
16701,263,364,A,v13_piggyback
18404,248,332,A,v13_piggyback
18477,306,466,A,v13_piggyback
19487,144,140,A,v13_piggyback
19631,146,140,A,v13_fetch
20103,250,332,A,v13_fetch
20123,433,896,A,v13_fetch
20154,138,135,A,v13_piggyback
20216,4,1228,B,v13_piggyback
20334,316,499,A,v13_fetch
20681,234,288,A,v13_fetch
21712,359,624,A,v13_fetch
21722,251,2349,B,v13_fetch
22093,293,436,A,v13_fetch
22108,243,311,A,v13_fetch
22116,369,3014,B,v13_fetch
22117,436,920,A,v13_fetch
22135,145,140,A,v13_fetch
22135,145,1839,B,v13_fetch
22213,270,385,A,v13_fetch
22239,307,466,A,v13_fetch
22239,307,475,A,v13_fetch
22259,78,1531,B,v13_fetch
22273,471,1105,A,v13_fetch
22596,364,624,A,v13_fetch
22596,364,646,A,v13_fetch
22596,364,647,A,v13_fetch
22864,315,497,A,v13_fetch
22864,315,499,A,v13_fetch
22887,303,466,A,v13_fetch
22893,271,385,A,v13_fetch
22935,338,562,A,v13_fetch
22965,77,1531,B,v13_fetch
23615,452,1004,A,v13_piggyback
23708,321,513,A,v13_piggyback
23923,357,624,A,v13_piggyback
23933,428,880,A,v13_fetch
24075,399,757,A,v13_piggyback
24075,399,767,A,v13_piggyback
24824,236,288,A,v13_fetch
25155,363,624,A,v13_piggyback
25576,0,0,A,v13_fetch
25594,237,299,A,v13_fetch
25605,308,475,A,v13_fetch
25617,360,624,A,v13_piggyback
25712,53,1424,B,v13_fetch
25906,1,0,A,v13_fetch
26056,303,466,A,v13_fetch
26062,243,311,A,v13_fetch
26070,78,1531,B,v13_fetch
26095,365,624,A,v13_fetch
26095,365,646,A,v13_fetch
26095,365,647,A,v13_fetch
26101,288,425,A,v13_fetch
26111,291,436,A,v13_piggyback
26111,291,2551,B,v13_piggyback
26111,270,385,A,v13_fetch
26347,16,0,A,v13_fetch
26452,79,1531,B,v13_piggyback
26931,304,466,A,v13_piggyback
26967,137,135,A,v13_piggyback
27048,241,307,A,v13_piggyback
27048,241,311,A,v13_piggyback
28090,2,0,A,v13_fetch
28105,237,299,A,v13_piggyback
28337,138,135,A,v13_fetch
