tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2860,4,1228,B,v13_piggyback
2935,30,1328,B,v13_piggyback
3036,486,1197,A,v13_piggyback
3603,251,2349,B,v13_piggyback
4279,478,1143,A,v13_piggyback
4444,486,1197,A,v13_piggyback
4481,409,3243,B,v13_piggyback
4655,52,1417,B,v13_piggyback
4883,76,1527,B,v13_piggyback
5128,253,2362,B,v13_piggyback
5537,164,1933,B,v13_piggyback
5713,141,1820,B,v13_piggyback
6547,61,1457,B,v13_piggyback
6571,55,1432,B,v13_piggyback
6750,311,2666,B,v13_piggyback
7104,482,3696,B,v13_piggyback
7344,474,1123,A,v13_piggyback
7406,421,3313,B,v13_piggyback
7439,475,1123,A,v13_piggyback
9079,177,1990,B,v13_piggyback
9218,470,1097,A,v13_piggyback
9401,266,2420,B,v13_piggyback
9401,266,375,A,v13_piggyback
9600,247,324,A,v13_piggyback
9716,103,1642,B,v13_piggyback
9887,265,2420,B,v13_piggyback
10151,128,1761,B,v13_piggyback
10248,53,1424,B,v13_piggyback
10412,349,2894,B,v13_piggyback
10635,61,1457,B,v13_piggyback
10774,428,880,A,v13_piggyback
11884,298,457,A,v13_fetch
12369,105,1648,B,v13_piggyback
12950,108,1663,B,v13_piggyback
13290,78,1531,B,v13_piggyback
13458,316,499,A,v13_piggyback
14537,138,135,A,v13_fetch
15810,346,586,A,v13_piggyback
15851,58,1445,B,v13_piggyback
16052,11,1250,B,v13_piggyback
16086,303,466,A,v13_piggyback
16676,263,364,A,v13_piggyback
16957,236,288,A,v13_piggyback
17171,137,135,A,v13_fetch
17441,248,332,A,v13_piggyback
17448,178,1996,B,v13_piggyback
17498,238,2287,B,v13_piggyback
17518,344,2866,B,v13_piggyback
17742,120,1721,B,v13_piggyback
18649,250,332,A,v13_fetch
19342,275,384,A,v13_fetch
19423,276,384,A,v13_piggyback
19685,234,288,A,v13_piggyback
20616,240,307,A,v13_piggyback
20616,240,308,A,v13_piggyback
20776,343,579,A,v13_piggyback
20916,243,311,A,v13_piggyback
20954,200,216,A,v13_piggyback
21560,148,148,A,v13_fetch
21563,308,475,A,v13_fetch
21892,359,624,A,v13_fetch
22211,385,718,A,v13_piggyback
22328,0,0,A,v13_piggyback
22795,1,0,A,v13_fetch
22966,316,499,A,v13_piggyback
23049,175,186,A,v13_piggyback
23051,60,1454,B,v13_piggyback
23396,433,896,A,v13_fetch
23421,426,864,A,v13_fetch
23544,363,624,A,v13_fetch
23544,363,644,A,v13_fetch
23787,274,384,A,v13_fetch
23818,293,436,A,v13_fetch
23840,471,1105,A,v13_fetch
23852,176,186,A,v13_fetch
24207,111,102,A,v13_piggyback
24404,197,216,A,v13_fetch
24517,184,2021,B,v13_fetch
24527,351,604,A,v13_fetch
24929,103,1642,B,v13_piggyback
24958,48,1403,B,v13_piggyback
25283,16,0,A,v13_fetch
25284,239,299,A,v13_fetch
25295,223,272,A,v13_fetch
25301,86,1564,B,v13_fetch
25441,146,140,A,v13_piggyback
25485,369,665,A,v13_piggyback
25485,369,3014,B,v13_piggyback
25623,421,847,A,v13_fetch
25719,379,699,A,v13_piggyback
25850,2,0,A,v13_fetch
25990,145,1839,B,v13_fetch
25996,304,466,A,v13_fetch
26013,265,2420,B,v13_piggyback
26050,362,624,A,v13_fetch
26059,272,385,A,v13_fetch
26059,272,384,A,v13_fetch
26087,269,382,A,v13_fetch
26100,153,1881,B,v13_fetch
26133,251,2349,B,v13_fetch
26140,360,624,A,v13_piggyback
26141,17,0,A,v13_fetch
26458,270,385,A,v13_fetch
26516,306,466,A,v13_fetch
26597,235,288,A,v13_fetch
26608,352,608,A,v13_fetch
26628,447,974,A,v13_fetch
26655,150,1863,B,v13_fetch
26788,271,385,A,v13_fetch
26932,350,2898,B,v13_piggyback
26946,140,1813,B,v13_fetch
26957,388,732,A,v13_fetch
26964,183,2021,B,v13_fetch
26974,358,624,A,v13_fetch
27074,227,272,A,v13_fetch
27148,289,425,A,v13_fetch
27208,365,624,A,v13_fetch
27208,365,646,A,v13_fetch
27221,479,1150,A,v13_fetch
27228,273,385,A,v13_fetch
27247,364,624,A,v13_fetch
27323,255,2372,B,v13_fetch
27334,222,2209,B,v13_piggyback
27678,4,0,A,v13_fetch
27935,267,380,A,v13_fetch
28003,415,3281,B,v13_fetch
28049,242,311,A,v13_fetch
28131,287,425,A,v13_fetch
28236,18,0,A,v13_fetch
28259,321,513,A,v13_fetch
28480,292,436,A,v13_fetch
28507,288,425,A,v13_fetch
28648,58,1445,B,v13_fetch
28702,476,1133,A,v13_fetch
