tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
795,105,1650,B,v13_piggyback
1213,408,3242,B,v13_piggyback
1796,208,2138,B,v13_piggyback
2237,74,1516,B,v13_piggyback
3119,179,2001,B,v13_piggyback
5139,155,1890,B,v13_piggyback
5610,179,2001,B,v13_fetch
6768,21,1287,B,v13_piggyback
7120,21,1287,B,v13_piggyback
7775,179,2001,B,v13_fetch
8110,255,348,A,v13_fetch
8244,406,788,A,v13_piggyback
8565,179,2001,B,v13_fetch
8797,40,1367,B,v13_piggyback
8813,200,2099,B,v13_piggyback
8851,336,2820,B,v13_piggyback
9213,61,1459,B,v13_piggyback
9913,428,880,A,v13_piggyback
9922,276,2469,B,v13_piggyback
10459,476,1133,A,v13_piggyback
10609,467,1081,A,v13_piggyback
10707,331,540,A,v13_piggyback
11473,307,466,A,v13_piggyback
12039,362,635,A,v13_piggyback
12243,96,84,A,v13_piggyback
12372,21,1290,B,v13_piggyback
12404,97,84,A,v13_piggyback
12414,309,481,A,v13_piggyback
12629,96,84,A,v13_piggyback
13374,380,699,A,v13_piggyback
13431,302,466,A,v13_fetch
13908,261,356,A,v13_piggyback
14187,162,1926,B,v13_fetch
14266,342,568,A,v13_piggyback
14748,351,604,A,v13_piggyback
14978,359,630,A,v13_piggyback
15124,24,1300,B,v13_fetch
15348,359,630,A,v13_piggyback
15671,380,699,A,v13_piggyback
15854,261,356,A,v13_piggyback
15880,302,466,A,v13_piggyback
16107,359,630,A,v13_piggyback
16172,303,466,A,v13_piggyback
16389,306,466,A,v13_piggyback
16389,306,476,A,v13_piggyback
16493,302,460,A,v13_piggyback
16528,18,1283,B,v13_piggyback
16630,407,788,A,v13_piggyback
17215,278,2480,B,v13_piggyback
17257,261,356,A,v13_piggyback
17311,321,515,A,v13_piggyback
17419,210,2147,B,v13_piggyback
17462,155,1888,B,v13_piggyback
17462,155,1890,B,v13_piggyback
17527,179,2001,B,v13_piggyback
17887,265,374,A,v13_piggyback
18147,128,1761,B,v13_piggyback
18192,93,1594,B,v13_piggyback
18192,93,84,A,v13_piggyback
18244,345,586,A,v13_piggyback
18287,331,540,A,v13_piggyback
18592,302,466,A,v13_fetch
18662,222,2209,B,v13_piggyback
18939,331,540,A,v13_piggyback
19279,331,540,A,v13_piggyback
19325,318,2710,B,v13_piggyback
19325,318,504,A,v13_piggyback
19359,417,819,A,v13_piggyback
19393,303,466,A,v13_piggyback
19530,342,568,A,v13_piggyback
19770,417,819,A,v13_piggyback
19835,345,586,A,v13_piggyback
20017,342,568,A,v13_piggyback
20181,303,466,A,v13_piggyback
20191,105,1650,B,v13_piggyback
20244,96,84,A,v13_piggyback
20465,255,2372,B,v13_piggyback
20465,255,348,A,v13_piggyback
20800,96,84,A,v13_piggyback
21222,255,2372,B,v13_piggyback
21222,255,348,A,v13_piggyback
21222,255,349,A,v13_piggyback
21294,303,466,A,v13_piggyback
21867,302,460,A,v13_piggyback
21867,302,466,A,v13_piggyback
22035,192,2061,B,v13_fetch
22140,328,539,A,v13_piggyback
22232,370,3016,B,v13_piggyback
22489,345,586,A,v13_piggyback
22602,335,553,A,v13_piggyback
22788,336,553,A,v13_piggyback
22788,336,2820,B,v13_piggyback
22803,155,1888,B,v13_piggyback
22803,155,1890,B,v13_piggyback
22843,345,586,A,v13_piggyback
23074,341,567,A,v13_piggyback
23217,309,481,A,v13_piggyback
23255,97,1613,B,v13_piggyback
23255,97,84,A,v13_piggyback
23456,341,567,A,v13_piggyback
23835,424,855,A,v13_piggyback
23842,433,903,A,v13_piggyback
24040,450,993,A,v13_piggyback
24121,351,604,A,v13_piggyback
24121,351,608,A,v13_piggyback
24226,242,312,A,v13_piggyback
24391,473,1115,A,v13_piggyback
24431,452,1007,A,v13_piggyback
24450,308,482,A,v13_piggyback
24500,236,295,A,v13_piggyback
24502,351,608,A,v13_piggyback
24538,302,460,A,v13_piggyback
24538,302,466,A,v13_piggyback
24618,128,1761,B,v13_piggyback
24685,398,757,A,v13_piggyback
24776,280,405,A,v13_piggyback
24844,155,1888,B,v13_piggyback
24844,155,1890,B,v13_piggyback
24895,271,385,A,v13_piggyback
24987,351,604,A,v13_piggyback
25091,366,647,A,v13_piggyback
25138,128,1761,B,v13_piggyback
25181,398,757,A,v13_piggyback
25196,10,0,A,v13_piggyback
25196,10,2,A,v13_piggyback
25196,10,1251,B,v13_piggyback
25224,439,935,A,v13_piggyback
25491,351,604,A,v13_piggyback
25545,366,647,A,v13_piggyback
26153,106,99,A,v13_piggyback
26383,366,647,A,v13_piggyback
26481,271,385,A,v13_piggyback
26673,7,0,A,v13_piggyback
26673,7,2,A,v13_piggyback
26673,7,1233,B,v13_piggyback
26725,322,509,A,v13_piggyback
26802,306,476,A,v13_piggyback
27072,242,312,A,v13_piggyback
27127,330,539,A,v13_piggyback
27221,201,227,A,v13_piggyback
27844,305,476,A,v13_fetch
27972,326,531,A,v13_piggyback
28048,359,630,A,v13_piggyback
28048,359,2954,B,v13_piggyback
28144,325,531,A,v13_piggyback
28236,265,2418,B,v13_piggyback
28236,265,374,A,v13_piggyback
28236,265,375,A,v13_piggyback
28323,5,0,A,v13_piggyback
28323,5,2,A,v13_piggyback
28411,8,0,A,v13_piggyback
28411,8,2,A,v13_piggyback
28411,8,1240,B,v13_piggyback
28459,260,356,A,v13_piggyback
