tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
1872,150,1863,B,v13_fetch
2238,30,1328,B,v13_piggyback
2599,30,1328,B,v13_piggyback
2913,235,2270,B,v13_piggyback
2993,150,1863,B,v13_piggyback
3775,251,2349,B,v13_piggyback
3980,76,1527,B,v13_piggyback
4678,4,1228,B,v13_piggyback
4915,150,1863,B,v13_fetch
5086,478,1143,A,v13_piggyback
5262,150,1863,B,v13_fetch
5385,141,1820,B,v13_piggyback
5811,363,644,A,v13_piggyback
5984,122,1730,B,v13_piggyback
6214,409,3243,B,v13_piggyback
6448,482,3696,B,v13_piggyback
6492,55,1432,B,v13_piggyback
6601,349,2894,B,v13_piggyback
7124,61,1457,B,v13_piggyback
7231,474,1123,A,v13_piggyback
7252,475,1123,A,v13_piggyback
7417,349,2894,B,v13_piggyback
7538,475,1123,A,v13_fetch
8433,247,324,A,v13_piggyback
8666,255,2372,B,v13_piggyback
9160,470,1097,A,v13_piggyback
9531,470,1097,A,v13_piggyback
9983,364,646,A,v13_piggyback
10102,265,375,A,v13_piggyback
10341,482,1171,A,v13_piggyback
10363,61,1457,B,v13_piggyback
10637,428,880,A,v13_piggyback
10703,179,2001,B,v13_piggyback
10996,145,1839,B,v13_piggyback
11021,177,1990,B,v13_piggyback
11144,103,1642,B,v13_piggyback
12422,253,2362,B,v13_piggyback
12507,471,1105,A,v13_piggyback
12750,297,457,A,v13_piggyback
12820,344,2866,B,v13_piggyback
13153,346,586,A,v13_piggyback
13652,345,586,A,v13_fetch
13652,345,2866,B,v13_fetch
14322,10,1250,B,v13_fetch
14689,466,1070,A,v13_piggyback
14861,81,1548,B,v13_piggyback
15519,266,2420,B,v13_piggyback
15519,266,375,A,v13_piggyback
15753,195,216,A,v13_piggyback
16672,303,466,A,v13_piggyback
17262,306,466,A,v13_fetch
17262,306,475,A,v13_fetch
17334,239,299,A,v13_piggyback
17656,304,466,A,v13_fetch
18001,78,1531,B,v13_piggyback
18059,251,2349,B,v13_piggyback
18696,264,364,A,v13_piggyback
18926,236,288,A,v13_piggyback
20613,80,1531,B,v13_fetch
20613,303,466,A,v13_fetch
21283,250,331,A,v13_piggyback
21283,250,332,A,v13_piggyback
21473,178,186,A,v13_fetch
21473,178,1996,B,v13_fetch
21480,316,499,A,v13_fetch
21488,78,1531,B,v13_fetch
22714,359,624,A,v13_fetch
22873,272,385,A,v13_piggyback
22873,272,384,A,v13_piggyback
23346,270,385,A,v13_fetch
23427,308,475,A,v13_fetch
23435,362,624,A,v13_fetch
23980,223,272,A,v13_piggyback
24027,243,311,A,v13_piggyback
24112,78,1531,B,v13_piggyback
24144,471,1105,A,v13_fetch
24178,357,624,A,v13_fetch
24395,303,466,A,v13_fetch
24551,315,499,A,v13_fetch
24597,270,385,A,v13_fetch
24597,270,384,A,v13_fetch
24717,304,466,A,v13_piggyback
24732,243,308,A,v13_piggyback
24732,243,311,A,v13_piggyback
24856,78,1531,B,v13_piggyback
25014,304,466,A,v13_piggyback
25650,236,288,A,v13_piggyback
25902,70,55,A,v13_fetch
25940,436,920,A,v13_piggyback
26007,178,186,A,v13_piggyback
26007,178,190,A,v13_piggyback
26007,178,1996,B,v13_piggyback
26281,175,186,A,v13_fetch
26518,237,299,A,v13_fetch
26718,0,0,A,v13_piggyback
26996,103,1642,B,v13_piggyback
27035,182,190,A,v13_fetch
27223,16,0,A,v13_piggyback
27298,247,324,A,v13_fetch
27484,138,135,A,v13_fetch
27496,293,436,A,v13_fetch
27504,303,466,A,v13_fetch
27510,338,554,A,v13_fetch
27510,338,562,A,v13_fetch
27717,1,0,A,v13_fetch
27745,137,135,A,v13_fetch
27752,304,466,A,v13_fetch
27752,53,1424,B,v13_fetch
28038,2,0,A,v13_fetch
28244,304,466,A,v13_piggyback
