sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
0,-100,1,602,4,0
1,-100,1,11,2,0
2,-100,1,421,6,0
3,-100,1,572,8,0
4,-99,1,918,10,0
5,-99,1,41,6,0
6,-98,1,1751,10,0
7,-98,1,865,12,0
8,-98,1,7,4,0
9,-98,1,155,4,0
10,-97,1,346,3,0
11,-97,1,1284,6,0
12,-96,1,553,10,0
13,-96,1,59,9,0
14,-96,1,401,4,0
15,-96,1,65,7,0
16,-96,1,47,6,0
17,-95,1,9,5,0
18,-94,1,215,4,0
19,-93,1,264,2,0
20,-93,1,31,2,0
21,-93,1,1445,3,0
22,-92,1,21,6,0
23,-92,1,3149,1,0
24,-92,1,1116,6,0
25,-92,1,0,9,0
26,-92,1,2298,3,0
27,-91,1,43,3,0
28,-91,1,204,8,0
29,-91,1,13,4,0
30,-91,1,355,5,0
31,-91,1,413,6,0
32,-90,1,25,3,0
33,-89,1,89,9,0
34,-89,1,1358,6,0
35,-88,1,86,2,0
36,-88,1,2336,2,0
37,-88,1,335,2,0
38,-87,1,7,4,0
39,-87,1,218,8,0
40,-87,1,745,6,0
41,-87,1,349,9,0
42,-87,1,332,3,0
43,-87,1,1571,4,0
44,-87,1,1602,4,0
45,-87,1,1210,10,0
46,-87,1,1738,3,0
47,-86,1,692,4,0
48,-86,1,632,6,0
49,-86,1,556,3,0
50,-85,1,62,4,0
51,-84,1,221,12,0
52,-84,1,408,12,0
53,-83,1,748,2,0
54,-82,1,122,6,0
55,-82,1,108,5,0
56,-81,1,115,11,0
57,-81,1,188,2,0
58,-81,1,134,8,0
59,-81,1,2268,2,0
60,-81,1,102,4,0
61,-81,1,1926,2,0
62,-81,1,37,10,0
63,-80,1,69,8,0
64,-80,1,67,12,0
65,-80,1,669,9,0
66,-80,1,383,6,0
67,-80,1,97,8,0
68,-79,1,316,6,0
69,-79,1,139,7,0
70,-79,1,7,7,0
71,-79,1,363,6,0
72,-79,1,397,9,0
73,-79,1,0,12,0
74,-79,1,146,4,0
75,-79,1,711,6,0
76,-79,1,390,8,0
77,-78,1,3002,4,0
78,-77,1,372,8,0
79,-77,1,61,2,0
80,-77,1,65,6,0
81,-77,1,2612,4,0
82,-76,1,1019,8,0
83,-76,1,1726,3,0
84,-76,1,1079,8,0
85,-76,1,737,9,0
86,-76,1,3,7,0
87,-76,1,134,5,0
88,-76,1,54,4,0
89,-76,1,918,8,0
90,-76,1,16,6,0
91,-75,1,118,4,0
92,-74,1,887,7,0
93,-74,1,942,12,0
94,-73,1,36,12,0
95,-73,1,38,6,0
96,-73,1,1624,2,0
97,-73,1,2877,4,0
98,-73,1,78,9,0
99,-72,1,18,5,0
100,-72,1,2045,2,0
101,-71,1,13,8,0
102,-71,1,115,4,0
103,-71,1,15,11,0
104,-71,1,351,12,0
105,-71,1,392,4,0
106,-71,1,748,2,0
107,-71,1,3069,1,0
108,-71,1,656,6,0
109,-70,1,40,7,0
110,-70,1,0,3,0
111,-70,1,1019,9,0
112,-70,1,204,6,0
113,-70,1,2315,2,0
114,-70,1,213,8,0
115,-70,1,306,8,0
116,-69,1,29,10,0
117,-69,1,1491,5,0
118,-69,1,1665,2,0
119,-69,1,35,7,0
120,-68,1,2723,2,0
121,-68,1,768,5,0
122,-67,1,289,8,0
123,-67,1,1179,6,0
124,-66,1,1626,5,0
125,-65,1,132,9,0
126,-65,1,593,7,0
127,-64,1,59,6,0
128,-64,1,109,4,0
129,-64,1,50,3,0
130,-64,1,676,1,0
131,-64,1,1405,1,0
132,-64,1,750,6,0
133,-64,1,2653,3,0
134,-64,1,156,5,0
135,-64,1,136,7,0
