tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2860,4,1228,B,v13_piggyback
2935,30,1328,B,v13_piggyback
3036,486,1197,A,v13_piggyback
3603,251,2349,B,v13_piggyback
4279,478,1143,A,v13_piggyback
4444,486,1197,A,v13_piggyback
4481,409,3243,B,v13_piggyback
4655,52,1417,B,v13_piggyback
4883,76,1527,B,v13_piggyback
5128,253,2362,B,v13_piggyback
5537,164,1933,B,v13_piggyback
5713,141,1820,B,v13_piggyback
6547,61,1457,B,v13_piggyback
6571,55,1432,B,v13_piggyback
6750,311,2666,B,v13_piggyback
7104,482,3696,B,v13_piggyback
7344,474,1123,A,v13_piggyback
7406,421,3313,B,v13_piggyback
7439,475,1123,A,v13_piggyback
9079,177,1990,B,v13_piggyback
9218,470,1097,A,v13_piggyback
9401,266,2420,B,v13_piggyback
9401,266,375,A,v13_piggyback
9600,247,324,A,v13_piggyback
9716,103,1642,B,v13_piggyback
9887,265,2420,B,v13_piggyback
10151,128,1761,B,v13_piggyback
10248,53,1424,B,v13_piggyback
10412,349,2894,B,v13_piggyback
10635,61,1457,B,v13_piggyback
10774,428,880,A,v13_piggyback
11459,179,2001,B,v13_piggyback
13939,298,457,A,v13_fetch
14863,276,384,A,v13_piggyback
15430,78,1531,B,v13_piggyback
16140,145,1839,B,v13_fetch
16172,272,385,A,v13_piggyback
16172,272,384,A,v13_piggyback
17225,237,299,A,v13_piggyback
17796,248,332,A,v13_piggyback
17960,138,135,A,v13_fetch
18251,471,1105,A,v13_fetch
19679,303,466,A,v13_piggyback
20799,346,586,A,v13_fetch
21413,70,55,A,v13_fetch
21452,274,384,A,v13_fetch
21455,250,332,A,v13_fetch
21481,351,604,A,v13_fetch
21481,351,608,A,v13_fetch
21619,265,2420,B,v13_piggyback
21703,270,385,A,v13_fetch
21703,270,384,A,v13_fetch
21724,363,624,A,v13_fetch
21724,363,644,A,v13_fetch
21733,293,436,A,v13_fetch
21738,243,311,A,v13_fetch
22140,0,0,A,v13_fetch
22343,304,466,A,v13_fetch
22631,1,0,A,v13_piggyback
22645,359,624,A,v13_fetch
22653,227,272,A,v13_fetch
22658,271,385,A,v13_fetch
22663,433,896,A,v13_fetch
22679,364,624,A,v13_fetch
22679,364,646,A,v13_fetch
22679,364,647,A,v13_fetch
22721,137,135,A,v13_piggyback
22832,306,466,A,v13_fetch
22832,306,475,A,v13_fetch
23287,357,624,A,v13_fetch
23496,263,364,A,v13_piggyback
23668,178,186,A,v13_fetch
23668,178,1996,B,v13_fetch
24707,2,0,A,v13_piggyback
24728,236,2276,B,v13_piggyback
24728,236,288,A,v13_piggyback
25040,315,499,A,v13_fetch
25200,72,55,A,v13_fetch
26310,17,0,A,v13_fetch
26359,138,135,A,v13_fetch
26364,175,186,A,v13_fetch
26372,223,272,A,v13_fetch
26386,362,624,A,v13_fetch
26470,385,715,A,v13_piggyback
26470,385,718,A,v13_piggyback
26494,288,425,A,v13_fetch
26495,77,1531,B,v13_fetch
26732,316,499,A,v13_fetch
26802,91,79,A,v13_fetch
27350,297,457,A,v13_fetch
27357,16,0,A,v13_fetch
27360,177,186,A,v13_fetch
27360,177,190,A,v13_fetch
27413,476,1133,A,v13_piggyback
27577,247,324,A,v13_piggyback
27633,482,1171,A,v13_piggyback
27640,321,513,A,v13_fetch
27645,399,757,A,v13_fetch
27645,399,767,A,v13_fetch
27675,350,604,A,v13_piggyback
27820,111,96,A,v13_fetch
28196,108,96,A,v13_fetch
28196,108,1663,B,v13_fetch
28361,336,553,A,v13_piggyback
28361,336,554,A,v13_piggyback
28789,146,140,A,v13_fetch
