tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2936,30,1328,B,v13_piggyback
3621,4,1228,B,v13_piggyback
3710,251,2349,B,v13_piggyback
4016,409,3243,B,v13_piggyback
4303,76,1527,B,v13_piggyback
4656,150,1863,B,v13_fetch
5017,150,1863,B,v13_fetch
5095,255,2372,B,v13_piggyback
6287,122,1730,B,v13_piggyback
6451,150,1863,B,v13_fetch
6599,310,2666,B,v13_piggyback
6855,482,1171,A,v13_piggyback
6891,61,1457,B,v13_piggyback
7130,474,1123,A,v13_piggyback
7537,478,1143,A,v13_piggyback
8214,141,1820,B,v13_piggyback
8713,246,324,A,v13_piggyback
9136,266,2420,B,v13_piggyback
9171,265,2420,B,v13_piggyback
9975,364,646,A,v13_piggyback
10084,145,1839,B,v13_piggyback
10086,103,1642,B,v13_piggyback
10308,61,1457,B,v13_piggyback
10341,470,1097,A,v13_piggyback
10401,428,880,A,v13_piggyback
11502,253,2362,B,v13_piggyback
11867,479,1150,A,v13_piggyback
13745,11,1250,B,v13_piggyback
15121,264,364,A,v13_piggyback
16584,316,499,A,v13_piggyback
16815,297,457,A,v13_fetch
16911,53,1424,B,v13_piggyback
17419,303,466,A,v13_piggyback
17505,273,385,A,v13_piggyback
18077,78,1531,B,v13_fetch
18434,251,2349,B,v13_fetch
18655,250,331,A,v13_piggyback
18655,250,332,A,v13_piggyback
18738,471,1105,A,v13_fetch
19126,433,896,A,v13_piggyback
20798,346,586,A,v13_piggyback
20963,363,644,A,v13_fetch
21034,315,499,A,v13_piggyback
21129,70,55,A,v13_piggyback
21267,178,186,A,v13_piggyback
21267,178,190,A,v13_piggyback
21267,178,1996,B,v13_piggyback
21339,153,1881,B,v13_piggyback
21551,270,385,A,v13_piggyback
22235,308,475,A,v13_piggyback
22907,177,186,A,v13_piggyback
22907,177,190,A,v13_piggyback
22907,177,1990,B,v13_piggyback
23072,146,140,A,v13_fetch
23789,1,0,A,v13_piggyback
23789,1,1221,B,v13_piggyback
23830,144,140,A,v13_fetch
23940,182,190,A,v13_fetch
23941,436,920,A,v13_fetch
23961,237,299,A,v13_fetch
24059,248,332,A,v13_fetch
24066,369,665,A,v13_fetch
24066,369,3014,B,v13_fetch
24261,178,186,A,v13_piggyback
24261,178,190,A,v13_piggyback
24695,175,186,A,v13_fetch
24712,243,308,A,v13_fetch
24712,243,311,A,v13_fetch
24754,359,624,A,v13_fetch
24815,303,466,A,v13_fetch
24823,223,272,A,v13_fetch
24861,0,0,A,v13_fetch
24918,336,554,A,v13_piggyback
25342,357,624,A,v13_fetch
25631,335,554,A,v13_fetch
25818,138,135,A,v13_fetch
25825,476,1133,A,v13_fetch
26111,2,0,A,v13_piggyback
26209,137,135,A,v13_fetch
26275,293,436,A,v13_piggyback
26478,16,0,A,v13_fetch
26546,388,732,A,v13_fetch
26572,338,554,A,v13_fetch
26572,338,562,A,v13_fetch
26861,362,624,A,v13_fetch
26914,288,425,A,v13_fetch
27202,240,307,A,v13_fetch
27202,240,308,A,v13_fetch
27292,270,385,A,v13_piggyback
27708,17,0,A,v13_fetch
27826,77,1531,B,v13_piggyback
28095,0,0,A,v13_piggyback
28186,304,466,A,v13_fetch
28519,92,79,A,v13_fetch
28519,92,84,A,v13_fetch
28562,351,608,A,v13_fetch
28578,275,384,A,v13_fetch
28590,303,466,A,v13_fetch
28614,265,2420,B,v13_piggyback
28614,265,375,A,v13_piggyback
