sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
0,-100,1,13,12,0
1,-100,1,758,10,0
2,-100,1,2823,4,0
3,-100,1,21,2,0
4,-100,1,1992,2,0
5,-100,1,53,7,0
6,-99,1,70,6,0
7,-99,1,2367,3,0
8,-98,1,985,6,0
9,-98,1,167,4,0
10,-97,1,22,7,0
11,-96,1,517,11,0
12,-96,1,79,3,0
13,-96,1,17,2,0
14,-96,1,346,11,0
15,-95,1,300,4,0
16,-95,1,174,9,0
17,-95,1,31,4,0
18,-95,1,1609,2,0
19,-95,1,374,4,0
20,-95,1,597,5,0
21,-94,1,1180,8,0
22,-93,1,146,6,0
23,-93,1,2360,3,0
24,-93,1,3103,4,0
25,-93,1,17,6,0
26,-93,1,245,6,0
27,-93,1,12,2,0
28,-93,1,930,9,0
29,-93,1,179,4,0
30,-93,1,402,6,0
31,-93,1,2081,1,0
32,-93,1,219,4,0
33,-93,1,79,11,0
34,-93,1,43,3,0
35,-92,1,76,6,0
36,-92,1,1223,7,0
37,-92,1,161,11,0
38,-92,1,689,10,0
39,-92,1,456,2,0
40,-92,1,681,5,0
41,-91,1,63,9,0
42,-91,1,325,10,0
43,-91,1,409,3,0
44,-90,1,18,2,0
45,-90,1,26,4,0
46,-90,1,70,8,0
47,-90,1,298,6,0
48,-89,1,1118,7,0
49,-89,1,115,8,0
50,-89,1,12,2,0
51,-89,1,21,4,0
52,-89,1,191,4,0
53,-89,1,1551,6,0
54,-89,1,215,2,0
55,-89,1,1088,2,0
56,-89,1,68,10,0
57,-89,1,906,8,0
58,-88,1,2597,2,0
59,-87,1,101,7,0
60,-87,1,82,7,0
61,-86,1,1221,8,0
62,-85,1,2682,4,0
63,-85,1,1156,9,0
64,-84,1,235,4,0
65,-84,1,2,6,0
66,-83,1,669,11,0
67,-83,1,84,9,0
68,-82,1,2111,3,0
69,-82,1,1907,2,0
70,-81,1,501,5,0
71,-81,1,838,2,0
72,-80,1,745,6,0
73,-80,1,1361,1,0
74,-80,1,80,10,0
75,-80,1,81,6,0
76,-79,1,1370,11,0
77,-79,1,831,6,0
78,-79,1,98,12,0
79,-79,1,30,7,0
80,-79,1,99,12,0
81,-79,1,2128,4,0
82,-79,1,1349,2,0
83,-78,1,121,6,0
84,-78,1,2791,2,0
85,-78,1,1454,2,0
86,-77,1,98,4,0
87,-77,1,640,1,0
88,-77,1,55,1,0
89,-77,1,186,6,0
90,-77,1,44,8,0
91,-76,1,920,10,0
92,-76,1,198,2,0
93,-75,1,197,2,0
94,-74,1,210,9,0
95,-73,1,20,6,0
96,-73,1,13,6,0
97,-73,1,139,3,0
98,-73,1,451,2,0
99,-73,1,303,3,0
100,-72,1,111,8,0
101,-72,1,422,4,0
102,-72,1,214,12,0
103,-72,1,133,9,0
104,-72,1,698,8,0
105,-72,1,138,6,0
106,-72,1,221,7,0
107,-72,1,1713,6,0
108,-71,1,1828,4,0
109,-71,1,94,7,0
110,-71,1,1459,3,0
111,-71,1,653,8,0
112,-71,1,74,11,0
113,-71,1,298,8,0
114,-70,1,35,8,0
115,-70,1,636,6,0
