sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
1,-100,1,1622,2,0
2,-100,1,204,8,0
3,-99,1,34,2,0
4,-98,1,642,1,0
5,-98,1,146,4,0
6,-98,1,147,10,0
7,-97,1,629,8,0
8,-97,1,165,8,0
9,-96,1,268,7,0
10,-96,1,221,4,0
11,-96,1,1173,4,0
12,-95,1,2038,2,0
13,-95,1,140,7,0
14,-94,1,26,5,0
15,-94,1,36,10,0
16,-93,1,277,4,0
17,-92,1,173,9,0
18,-92,1,259,10,0
19,-92,1,727,6,0
20,-91,1,121,11,0
21,-91,1,80,7,0
22,-91,1,372,9,0
23,-90,1,201,8,0
24,-89,1,2391,3,0
25,-89,1,185,6,0
26,-89,1,1306,3,0
27,-89,1,260,8,0
28,-88,1,163,7,0
29,-88,1,3079,2,0
30,-88,1,634,4,0
31,-87,1,69,11,0
32,-87,1,570,8,0
33,-87,1,208,3,0
34,-86,1,27,11,0
35,-86,1,1055,2,0
36,-85,1,122,5,0
37,-85,1,89,6,0
38,-85,1,1616,2,0
39,-84,1,990,8,0
40,-84,1,1837,3,0
41,-84,1,928,1,0
42,-84,1,42,8,0
43,-84,1,71,10,0
44,-84,1,317,8,0
45,-84,1,3,6,0
46,-84,1,97,4,0
47,-84,1,519,5,0
48,-83,1,6,2,0
49,-83,1,96,5,0
50,-82,1,65,5,0
51,-82,1,1080,4,0
52,-82,1,394,7,0
53,-81,1,894,7,0
54,-80,1,1985,4,0
55,-80,1,1265,2,0
56,-80,1,403,4,0
57,-79,1,551,8,0
58,-79,1,180,6,0
59,-78,1,431,4,0
60,-77,1,105,8,0
61,-76,1,1960,2,0
62,-76,1,360,5,0
63,-76,1,294,10,0
64,-76,1,128,9,0
65,-76,1,609,4,0
66,-76,1,276,6,0
67,-75,1,43,3,0
68,-75,1,611,9,0
69,-74,1,1131,4,0
70,-74,1,1793,2,0
71,-74,1,756,7,0
72,-74,1,1529,2,0
73,-74,1,261,8,0
74,-74,1,1242,10,0
75,-74,1,5,3,0
76,-74,1,242,8,0
77,-73,1,237,2,0
78,-73,1,1771,4,0
79,-72,1,200,6,0
80,-72,1,1,4,0
81,-72,1,487,4,0
82,-72,1,121,4,0
83,-72,1,176,8,0
84,-72,1,193,9,0
85,-72,1,2923,2,0
86,-71,1,137,4,0
87,-71,1,55,8,0
88,-71,1,128,7,0
89,-70,1,24,9,0
90,-70,1,187,6,0
91,-70,1,661,5,0
92,-69,1,3252,2,0
93,-69,1,241,7,0
94,-69,1,100,12,0
95,-69,1,802,9,0
96,-69,1,23,7,0
97,-69,1,1471,4,0
98,-68,1,88,8,0
99,-67,1,291,10,0
100,-67,1,2199,2,0
101,-67,1,120,7,0
102,-67,1,0,11,0
103,-67,1,586,11,0
104,-67,1,776,9,0
105,-67,1,30,2,0
106,-67,1,574,5,0
107,-67,1,47,7,0
108,-67,1,38,11,0
109,-67,1,347,4,0
110,-67,1,43,2,0
111,-67,1,10,10,0
112,-67,1,513,10,0
113,-67,1,679,4,0
114,-66,1,13,6,0
115,-65,1,45,10,0
116,-65,1,38,6,0
117,-64,1,853,4,0
118,-64,1,255,6,0
119,-64,1,433,5,0
120,-63,1,925,7,0
121,-63,1,2390,2,0
122,-62,1,866,6,0
123,-62,1,1588,4,0
124,-62,1,191,8,0
125,-61,1,20,8,0
126,-61,1,1107,5,0
127,-61,1,214,8,0
128,-61,1,648,12,0
129,-61,1,65,7,0
130,-61,1,747,6,0
131,-61,1,1169,11,0
132,-61,1,0,6,0
133,-61,1,1272,2,0
134,-61,1,21,6,0
135,-61,1,186,3,0
136,-60,1,237,6,0
137,-60,1,2698,2,0
138,-59,1,13,4,0
139,-59,1,166,9,0
140,-58,1,1387,1,0
141,-57,1,304,8,0
142,-57,1,62,5,0
143,-57,1,408,6,0
144,-56,1,396,3,0
145,-55,1,1407,6,0
146,-55,1,70,10,0
147,-55,1,108,5,0
148,-54,1,712,6,0
149,-54,1,86,8,0
150,-53,1,13,6,0
151,-52,1,44,6,0
152,-51,1,15,4,0
153,-51,1,423,7,0
154,-51,1,2568,3,0
155,-51,1,62,6,0
156,-50,1,143,8,0
157,-49,1,76,6,0
158,-49,1,1149,6,0
159,-49,1,635,12,0
160,-49,1,92,2,0
161,-49,1,198,4,0
162,-49,1,332,11,0
163,-48,1,12,8,0
164,-48,1,213,12,0
165,-47,1,102,4,0
166,-46,1,625,10,0
167,-45,1,2012,1,0
168,-45,1,205,1,0
169,-44,1,765,6,0
170,-43,1,222,10,0
171,-42,1,16,5,0
172,-41,1,0,4,0
173,-41,1,281,6,0
174,-41,1,2695,3,0
175,-41,1,138,2,0
176,-41,1,2369,4,0
177,-40,1,1695,2,0
178,-39,1,45,7,0
179,-39,1,1028,6,0
180,-39,1,98,1,0
181,-38,1,247,2,0
182,-38,1,51,7,0
183,-38,1,358,7,0
184,-38,1,157,6,0
185,-38,1,1001,3,0
186,-38,1,0,10,0
187,-37,1,156,6,0
188,-37,1,1747,2,0
189,-37,1,0,6,0
190,-37,1,2045,2,0
191,-37,1,1295,12,0
192,-37,1,136,8,0
193,-37,1,2317,2,0
194,-37,1,58,3,0
195,-36,1,36,7,0
196,-35,1,718,9,0
197,-35,1,141,8,0
198,-35,1,495,9,0
