tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2860,4,1228,B,v13_piggyback
2935,30,1328,B,v13_piggyback
3036,486,1197,A,v13_piggyback
3603,251,2349,B,v13_piggyback
4279,478,1143,A,v13_piggyback
4444,486,1197,A,v13_piggyback
4481,409,3243,B,v13_piggyback
4655,52,1417,B,v13_piggyback
4883,76,1527,B,v13_piggyback
5128,253,2362,B,v13_piggyback
5537,164,1933,B,v13_piggyback
5713,141,1820,B,v13_piggyback
6547,61,1457,B,v13_piggyback
6571,55,1432,B,v13_piggyback
6750,311,2666,B,v13_piggyback
7104,482,3696,B,v13_piggyback
7344,474,1123,A,v13_piggyback
7406,421,3313,B,v13_piggyback
7439,475,1123,A,v13_piggyback
9079,177,1990,B,v13_piggyback
9218,470,1097,A,v13_piggyback
9401,266,2420,B,v13_piggyback
9401,266,375,A,v13_piggyback
9600,247,324,A,v13_piggyback
9716,103,1642,B,v13_piggyback
9887,265,2420,B,v13_piggyback
10151,128,1761,B,v13_piggyback
10248,53,1424,B,v13_piggyback
10412,349,2894,B,v13_piggyback
10635,61,1457,B,v13_piggyback
10774,428,880,A,v13_piggyback
11459,179,2001,B,v13_piggyback
13939,298,457,A,v13_fetch
14863,276,384,A,v13_piggyback
15430,78,1531,B,v13_piggyback
16140,145,1839,B,v13_fetch
16172,272,385,A,v13_piggyback
16172,272,384,A,v13_piggyback
17225,237,299,A,v13_piggyback
17796,248,332,A,v13_piggyback
17960,138,135,A,v13_fetch
18251,471,1105,A,v13_fetch
19679,303,466,A,v13_piggyback
20799,346,586,A,v13_fetch
21413,70,55,A,v13_fetch
21452,274,384,A,v13_fetch
21455,250,332,A,v13_fetch
21481,351,604,A,v13_fetch
21481,351,608,A,v13_fetch
21619,265,2420,B,v13_piggyback
21703,270,385,A,v13_fetch
21703,270,384,A,v13_fetch
21724,363,624,A,v13_fetch
21724,363,644,A,v13_fetch
21733,293,436,A,v13_fetch
21738,243,311,A,v13_fetch
22140,304,466,A,v13_fetch
22473,359,624,A,v13_fetch
22606,271,385,A,v13_fetch
22625,138,135,A,v13_piggyback
22638,357,624,A,v13_fetch
22639,433,896,A,v13_fetch
22655,364,624,A,v13_fetch
22655,364,646,A,v13_fetch
22655,364,647,A,v13_fetch
22666,306,466,A,v13_fetch
22666,306,475,A,v13_fetch
23470,182,190,A,v13_piggyback
23635,178,186,A,v13_fetch
23635,178,189,A,v13_fetch
23635,178,190,A,v13_fetch
23635,178,1996,B,v13_fetch
23870,315,499,A,v13_piggyback
23910,308,475,A,v13_fetch
23934,362,624,A,v13_fetch
23944,330,540,A,v13_fetch
23953,82,1548,B,v13_fetch
23953,82,1549,B,v13_fetch
25900,175,186,A,v13_fetch
25918,223,272,A,v13_fetch
26052,1,0,A,v13_piggyback
26139,242,311,A,v13_piggyback
26153,22,1293,B,v13_fetch
26472,0,0,A,v13_fetch
26533,236,2276,B,v13_fetch
26533,236,288,A,v13_fetch
26912,336,554,A,v13_piggyback
26919,297,457,A,v13_fetch
26968,288,425,A,v13_fetch
27100,4,0,A,v13_piggyback
27100,4,1228,B,v13_piggyback
27243,482,1171,A,v13_fetch
27347,267,380,A,v13_piggyback
27574,137,135,A,v13_fetch
27586,2,0,A,v13_fetch
27962,385,718,A,v13_piggyback
28306,335,554,A,v13_piggyback
28325,138,135,A,v13_fetch
