order_id,order_arrival,process_start_time,order_complete_time,station_id,cycle_time
-98,0,1,60,picker-3,59
-82,0,1,110,picker-3,109
-94,0,1,111,picker-1,110
-88,0,1,147,picker-3,146
-22,0,1,184,picker-2,183
-21,0,1,244,picker-3,243
-96,0,1,282,picker-3,281
-28,0,1,371,picker-1,370
2,120,148,384,picker-3,236
-83,0,111,416,picker-3,305
-12,0,1,424,picker-3,423
-91,0,1,438,picker-1,437
-39,0,61,454,picker-3,393
0,60,245,454,picker-3,209
-17,0,1,461,picker-2,460
-64,0,1,479,picker-2,478
-68,0,283,481,picker-3,198
-44,0,1,487,picker-2,486
-86,0,1,518,picker-3,517
-92,0,1,553,picker-3,552
-66,0,1,563,picker-2,562
-50,0,385,580,picker-3,195
-90,0,372,585,picker-1,213
-8,0,1,613,picker-2,612
-32,0,185,646,picker-2,461
-25,0,112,652,picker-1,540
9,420,425,665,picker-3,240
-84,0,462,697,picker-2,235
-78,0,439,722,picker-1,283
-51,0,455,728,picker-3,273
-35,0,1,731,picker-1,730
6,240,586,771,picker-1,185
-6,0,564,790,picker-2,226
-30,0,1,797,picker-1,796
-37,0,1,804,picker-1,803
-31,0,554,858,picker-3,304
-4,0,519,872,picker-3,353
11,600,653,902,picker-1,249
5,240,417,922,picker-3,505
-34,0,581,1013,picker-3,432
-20,0,480,1016,picker-2,536
18,720,729,1021,picker-3,292
8,420,647,1024,picker-2,377
-41,0,614,1031,picker-2,417
-99,0,488,1041,picker-2,553
-81,0,805,1047,picker-1,242
-38,0,698,1053,picker-2,355
7,240,732,1078,picker-1,346
-36,0,873,1093,picker-3,220
-93,0,1,1114,picker-2,1113
-87,0,798,1114,picker-1,316
20,780,791,1129,picker-2,338
-60,0,666,1132,picker-3,466
-65,0,772,1154,picker-1,382
24,900,903,1158,picker-1,255
-45,0,1014,1205,picker-3,191
-100,0,1,1206,picker-1,1205
-15,0,859,1231,picker-3,372
-79,0,1017,1233,picker-2,216
-29,0,1,1260,picker-1,1259
-70,0,1,1355,picker-2,1354
15,660,1116,1409,picker-2,293
16,660,1133,1426,picker-3,293
36,1140,1206,1491,picker-3,285
-53,0,1115,1517,picker-1,402
-67,0,1079,1590,picker-1,511
-54,0,455,1593,picker-3,1138
33,1080,1427,1608,picker-3,181
-69,0,1048,1614,picker-1,566
-59,0,923,1646,picker-3,723
46,1380,1410,1668,picker-2,258
1,120,482,1688,picker-3,1206
19,720,1234,1692,picker-2,458
52,1500,1518,1701,picker-1,183
-23,0,1232,1706,picker-3,474
42,1260,1261,1708,picker-1,447
3,120,1032,1710,picker-2,678
12,660,1207,1715,picker-1,508
32,1080,1492,1752,picker-3,260
34,1080,1094,1761,picker-3,667
17,720,1159,1765,picker-1,606
23,840,1591,1792,picker-1,201
-77,0,723,1796,picker-1,1073
10,540,1022,1798,picker-3,776
28,960,1155,1809,picker-1,654
25,900,1025,1815,picker-2,790
44,1320,1356,1836,picker-2,480
-13,0,1669,1959,picker-2,290
-56,0,1130,1992,picker-2,862
26,900,1693,2082,picker-2,389
40,1200,1594,2088,picker-3,494
-75,0,1837,2112,picker-2,275
60,1800,1810,2149,picker-1,339
-80,0,1816,2155,picker-2,339
38,1140,1647,2205,picker-3,558
56,1680,1753,2223,picker-3,470
-46,0,1689,2292,picker-3,603
41,1200,1799,2296,picker-3,497
53,1560,1766,2317,picker-1,551
49,1500,1707,2328,picker-3,621
-27,0,2089,2335,picker-3,246
55,1620,2150,2338,picker-1,188
29,960,1609,2351,picker-3,742
-49,0,1042,2353,picker-2,1311
-63,0,1993,2370,picker-2,377
-76,0,1762,2373,picker-3,611
67,2040,2224,2405,picker-3,181
-18,0,1716,2414,picker-1,698
57,1680,1709,2449,picker-1,740
22,780,2297,2548,picker-3,251
66,2040,2083,2566,picker-2,483
-48,0,2113,2584,picker-2,471
39,1200,1702,2586,picker-1,884
65,1920,1960,2634,picker-2,674
74,2400,2415,2658,picker-1,243
14,660,2156,2674,picker-2,518
-43,0,2339,2676,picker-1,337
71,2280,2374,2679,picker-3,305
-73,0,2354,2687,picker-2,333
-74,0,1711,2699,picker-2,988
69,2220,2450,2725,picker-1,275
-71,0,1797,2735,picker-1,938
-40,0,2567,2770,picker-2,203
59,1800,2371,2799,picker-2,428
-42,0,2635,2820,picker-2,185
61,1860,2549,2827,picker-3,278
31,1020,2329,2852,picker-3,523
73,2340,2659,2852,picker-1,193
72,2280,2675,2896,picker-2,221
79,2640,2677,2899,picker-1,222
75,2460,2585,2934,picker-2,349
43,1260,1615,2956,picker-1,1341
-89,0,2406,3185,picker-3,779
81,2760,2854,3200,picker-3,346
58,1800,2206,3283,picker-3,1077
63,1920,2688,3284,picker-2,596
78,2580,2828,3325,picker-3,497
21,780,2352,3333,picker-3,981
76,2460,2680,3337,picker-3,657
-16,0,2293,3360,picker-3,1067
92,3000,3186,3404,picker-3,218
95,3060,3201,3440,picker-3,239
-61,0,2900,3453,picker-1,553
37,1140,2318,3493,picker-1,1175
47,1440,2736,3501,picker-1,765
77,2520,3284,3520,picker-3,236
84,2820,2853,3591,picker-1,738
-97,0,2957,3605,picker-1,648
27,960,3338,3611,picker-3,273
99,3180,3326,3621,picker-3,295
-95,0,2935,3629,picker-2,694
86,2880,2897,3637,picker-2,740
-7,0,2821,3648,picker-2,827
-11,0,3285,3691,picker-2,406
-72,0,2700,3697,picker-2,997
-2,0,2800,3704,picker-2,904
-26,0,2771,3722,picker-2,951
85,2880,3494,3726,picker-1,232
-62,0,1054,3745,picker-2,2691
-19,0,3334,3838,picker-3,504
93,3000,3638,3852,picker-2,214
70,2280,3521,3864,picker-3,343
90,2940,3612,3964,picker-3,352
102,3420,3622,3964,picker-3,342
107,3600,3727,4088,picker-1,361
82,2760,3592,4101,picker-1,509
98,3120,3606,4134,picker-1,528
80,2700,3746,4166,picker-2,420
-10,0,3454,4169,picker-1,715
64,1920,3630,4175,picker-2,545
-55,0,3502,4176,picker-1,674
108,3660,3965,4215,picker-3,250
30,960,1793,4224,picker-1,2431
48,1500,3705,4226,picker-2,521
83,2760,3692,4238,picker-2,546
97,3120,3723,4250,picker-2,527
110,3720,4089,4289,picker-1,200
121,4140,4167,4345,picker-2,178
-1,0,3853,4371,picker-2,518
68,2100,3361,4373,picker-3,1012
-33,0,3839,4483,picker-3,644
96,3120,3441,4537,picker-3,1096
-9,0,3405,4576,picker-3,1171
-3,0,3865,4587,picker-3,722
128,4260,4374,4587,picker-3,213
35,1080,4216,4594,picker-3,378
117,3960,3965,4608,picker-3,643
103,3480,4225,4643,picker-1,418
138,4440,4484,4675,picker-3,191
123,4140,4170,4692,picker-1,522
122,4140,4251,4814,picker-2,563
87,2880,4102,4823,picker-1,721
104,3540,4372,4835,picker-2,463
-58,0,4346,4851,picker-2,505
119,4020,4176,4935,picker-2,759
54,1620,4227,4939,picker-2,712
120,4080,4239,4943,picker-2,704
112,3840,4177,4958,picker-1,781
100,3180,3649,4974,picker-2,1325
152,4800,4815,4978,picker-2,163
142,4560,4836,5027,picker-2,191
89,2940,4595,5059,picker-3,464
127,4260,4588,5086,picker-3,498
141,4500,4609,5142,picker-3,533
115,3960,4944,5183,picker-2,239
130,4260,4975,5205,picker-2,230
151,4800,5060,5271,picker-3,211
140,4500,4852,5300,picker-2,448
135,4380,4644,5315,picker-1,671
-57,0,4959,5379,picker-1,420
-47,0,4290,5388,picker-1,1098
139,4500,4979,5396,picker-2,417
153,4800,4824,5424,picker-1,600
106,3600,4693,5431,picker-1,738
-52,0,4135,5438,picker-1,1303
45,1320,2336,5446,picker-3,3110
111,3720,4940,5502,picker-2,562
146,4680,5028,5502,picker-2,474
129,4260,5301,5536,picker-2,235
94,3000,4936,5548,picker-2,612
143,4560,4588,5550,picker-3,962
-5,0,5206,5566,picker-2,360
155,4980,5389,5575,picker-1,186
109,3720,5397,5609,picker-2,212
156,4980,5143,5611,picker-3,468
114,3900,5184,5623,picker-2,439
159,5220,5272,5625,picker-3,353
132,4320,5447,5653,picker-3,206
4,240,4538,5666,picker-3,1128
113,3900,4676,5692,picker-3,1016
118,3960,4577,5704,picker-3,1127
91,3000,5380,5709,picker-1,329
134,4320,5087,5781,picker-3,694
164,5460,5503,5805,picker-2,302
158,5220,5425,5833,picker-1,408
174,5700,5710,5902,picker-1,192
51,1500,5439,5958,picker-1,519
149,4740,5549,6008,picker-2,459
176,5760,5834,6048,picker-1,214
