order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
0,0,1,1506,5,-1,99999,-1,-1,-3,-1,1,60
1,0,1,26,10,-1,99999,-1,-1,-3,-1,1,60
2,0,1,1015,5,-1,99999,-1,-1,-3,-1,1,60
3,1,1,242,6,-1,99999,-1,-1,-3,-1,1,60
4,2,1,188,7,-1,99999,-1,-1,-3,-1,1,120
5,3,1,15,6,-1,99999,-1,-1,-3,-1,1,120
6,3,1,264,5,-1,99999,-1,-1,-3,-1,1,120
7,3,1,0,8,-1,99999,-1,-1,-3,-1,1,120
8,3,1,373,11,-1,99999,-1,-1,-3,-1,1,120
9,4,1,400,5,-1,99999,-1,-1,-3,-1,1,180
10,4,1,261,8,-1,99999,-1,-1,-3,-1,1,180
11,4,1,142,4,-1,99999,-1,-1,-3,-1,1,180
12,4,1,2135,2,-1,99999,-1,-1,-3,-1,1,180
13,5,1,703,3,-1,99999,-1,-1,-3,-1,1,180
14,6,1,1076,4,-1,99999,-1,-1,-3,-1,1,180
15,7,1,1,12,-1,99999,-1,-1,-3,-1,1,240
16,8,1,170,6,-1,99999,-1,-1,-3,-1,1,300
17,8,1,1082,10,-1,99999,-1,-1,-3,-1,1,300
18,8,1,1499,2,-1,99999,-1,-1,-3,-1,1,300
19,8,1,56,2,-1,99999,-1,-1,-3,-1,1,300
20,8,1,16,6,-1,99999,-1,-1,-3,-1,1,300
21,8,1,378,10,-1,99999,-1,-1,-3,-1,1,300
22,9,1,1173,7,-1,99999,-1,-1,-3,-1,1,300
23,10,1,879,4,-1,99999,-1,-1,-3,-1,1,300
24,11,1,1822,4,-1,99999,-1,-1,-3,-1,1,300
25,11,1,56,6,-1,99999,-1,-1,-3,-1,1,300
26,12,1,28,2,-1,99999,-1,-1,-3,-1,1,300
27,13,1,275,8,-1,99999,-1,-1,-3,-1,1,360
28,14,1,1053,6,-1,99999,-1,-1,-3,-1,1,360
29,14,1,54,4,-1,99999,-1,-1,-3,-1,1,360
30,14,1,129,9,-1,99999,-1,-1,-3,-1,1,360
31,14,1,97,11,-1,99999,-1,-1,-3,-1,1,360
32,14,1,3,6,-1,99999,-1,-1,-3,-1,1,360
33,14,1,10,6,-1,99999,-1,-1,-3,-1,1,360
34,15,1,15,10,-1,99999,-1,-1,-3,-1,1,360
35,16,1,474,4,-1,99999,-1,-1,-3,-1,1,360
36,16,1,82,7,-1,99999,-1,-1,-3,-1,1,360
37,17,1,203,10,-1,99999,-1,-1,-3,-1,1,420
38,17,1,57,12,-1,99999,-1,-1,-3,-1,1,420
39,17,1,2479,4,-1,99999,-1,-1,-3,-1,1,420
40,17,1,442,8,-1,99999,-1,-1,-3,-1,1,420
41,17,1,167,8,-1,99999,-1,-1,-3,-1,1,420
42,17,1,944,6,-1,99999,-1,-1,-3,-1,1,420
43,17,1,309,2,-1,99999,-1,-1,-3,-1,1,420
44,18,1,146,4,-1,99999,-1,-1,-3,-1,1,480
45,18,1,429,2,-1,99999,-1,-1,-3,-1,1,480
46,18,1,331,2,-1,99999,-1,-1,-3,-1,1,480
47,18,1,1319,10,-1,99999,-1,-1,-3,-1,1,480
48,18,1,30,4,-1,99999,-1,-1,-3,-1,1,480
49,18,1,163,7,-1,99999,-1,-1,-3,-1,1,480
50,19,1,1681,3,-1,99999,-1,-1,-3,-1,1,480
51,19,1,35,10,-1,99999,-1,-1,-3,-1,1,480
52,20,1,1,4,-1,99999,-1,-1,-3,-1,1,480
53,20,1,272,2,-1,99999,-1,-1,-3,-1,1,480
54,21,1,112,2,-1,99999,-1,-1,-3,-1,1,480
55,21,1,2547,2,-1,99999,-1,-1,-3,-1,1,480
56,22,1,222,2,-1,99999,-1,-1,-3,-1,1,480
57,22,1,297,2,-1,99999,-1,-1,-3,-1,1,480
58,23,1,23,6,-1,99999,-1,-1,-3,-1,1,480
59,23,1,694,2,-1,99999,-1,-1,-3,-1,1,480
60,23,1,92,6,-1,99999,-1,-1,-3,-1,1,480
61,23,1,93,11,-1,99999,-1,-1,-3,-1,1,480
62,23,1,1439,4,-1,99999,-1,-1,-3,-1,1,480
63,24,1,102,4,-1,99999,-1,-1,-3,-1,1,600
64,24,1,1836,4,-1,99999,-1,-1,-3,-1,1,600
65,24,1,1780,2,-1,99999,-1,-1,-3,-1,1,600
66,24,1,2134,1,-1,99999,-1,-1,-3,-1,1,600
67,24,1,177,8,-1,99999,-1,-1,-3,-1,1,600
68,24,1,37,5,-1,99999,-1,-1,-3,-1,1,600
69,25,1,326,7,-1,99999,-1,-1,-3,-1,1,600
70,25,1,246,6,-1,99999,-1,-1,-3,-1,1,600
71,25,1,2640,1,-1,99999,-1,-1,-3,-1,1,600
72,26,1,627,2,-1,99999,-1,-1,-3,-1,1,600
73,27,1,3063,2,-1,99999,-1,-1,-3,-1,1,600
74,28,1,882,4,-1,99999,-1,-1,-3,-1,1,600
75,29,1,353,9,-1,99999,-1,-1,-3,-1,1,600
76,29,1,808,4,-1,99999,-1,-1,-3,-1,1,600
77,30,1,240,9,-1,99999,-1,-1,-3,-1,1,600
78,30,1,215,4,-1,99999,-1,-1,-3,-1,1,600
79,30,1,778,4,-1,99999,-1,-1,-3,-1,1,600
80,31,1,482,6,-1,99999,-1,-1,-3,-1,1,660
81,31,1,405,9,-1,99999,-1,-1,-3,-1,1,660
82,31,1,2190,2,-1,99999,-1,-1,-3,-1,1,660
83,31,1,1433,12,-1,99999,-1,-1,-3,-1,1,660
84,31,1,632,4,-1,99999,-1,-1,-3,-1,1,660
85,31,1,282,8,-1,99999,-1,-1,-3,-1,1,660
86,32,1,1451,4,-1,99999,-1,-1,-3,-1,1,660
87,32,1,397,2,-1,99999,-1,-1,-3,-1,1,660
88,32,1,1830,2,-1,99999,-1,-1,-3,-1,1,660
89,32,1,1119,3,-1,99999,-1,-1,-3,-1,1,660
90,32,1,355,7,-1,99999,-1,-1,-3,-1,1,660
91,33,1,886,8,-1,99999,-1,-1,-3,-1,1,660
92,33,1,2,4,-1,99999,-1,-1,-3,-1,1,660
93,33,1,66,9,-1,99999,-1,-1,-3,-1,1,660
94,33,1,4,3,-1,99999,-1,-1,-3,-1,1,660
95,33,1,9,2,-1,99999,-1,-1,-3,-1,1,660
96,33,1,49,3,-1,99999,-1,-1,-3,-1,1,660
97,33,1,2873,2,-1,99999,-1,-1,-3,-1,1,660
98,33,1,340,4,-1,99999,-1,-1,-3,-1,1,660
99,33,1,1084,8,-1,99999,-1,-1,-3,-1,1,660
100,33,1,2890,4,-1,99999,-1,-1,-3,-1,1,660
101,33,1,639,6,-1,99999,-1,-1,-3,-1,1,660
102,33,1,753,6,-1,99999,-1,-1,-3,-1,1,660
103,33,1,3,12,-1,99999,-1,-1,-3,-1,1,660
104,33,1,1660,3,-1,99999,-1,-1,-3,-1,1,660
105,33,1,3032,4,-1,99999,-1,-1,-3,-1,1,660
106,33,1,190,6,-1,99999,-1,-1,-3,-1,1,660
107,33,1,22,5,-1,99999,-1,-1,-3,-1,1,660
108,34,1,1295,8,-1,99999,-1,-1,-3,-1,1,660
109,35,1,865,9,-1,99999,-1,-1,-3,-1,1,660
110,35,1,1863,1,-1,99999,-1,-1,-3,-1,1,660
111,35,1,460,6,-1,99999,-1,-1,-3,-1,1,660
112,35,1,1184,8,-1,99999,-1,-1,-3,-1,1,660
113,36,1,544,11,-1,99999,-1,-1,-3,-1,1,660
114,37,1,342,1,-1,99999,-1,-1,-3,-1,1,720
115,38,1,33,8,-1,99999,-1,-1,-3,-1,1,720
116,39,1,191,8,-1,99999,-1,-1,-3,-1,1,720
117,39,1,61,9,-1,99999,-1,-1,-3,-1,1,720
118,39,1,140,8,-1,99999,-1,-1,-3,-1,1,720
119,39,1,225,2,-1,99999,-1,-1,-3,-1,1,720
120,40,1,903,6,-1,99999,-1,-1,-3,-1,1,720
121,41,1,456,6,-1,99999,-1,-1,-3,-1,1,720
122,42,1,1861,1,-1,99999,-1,-1,-3,-1,1,780
123,42,1,1573,1,-1,99999,-1,-1,-3,-1,1,780
124,43,1,1604,1,-1,99999,-1,-1,-3,-1,1,780
125,43,1,20,4,-1,99999,-1,-1,-3,-1,1,780
126,43,1,93,11,-1,99999,-1,-1,-3,-1,1,780
127,43,1,1559,4,-1,99999,-1,-1,-3,-1,1,780
128,44,1,6,6,-1,99999,-1,-1,-3,-1,1,840
129,45,1,65,8,-1,99999,-1,-1,-3,-1,1,840
130,45,1,1538,2,-1,99999,-1,-1,-3,-1,1,840
131,45,1,338,10,-1,99999,-1,-1,-3,-1,1,840
132,45,1,1351,11,-1,99999,-1,-1,-3,-1,1,840
133,45,1,1786,1,-1,99999,-1,-1,-3,-1,1,840
134,46,1,2368,2,-1,99999,-1,-1,-3,-1,1,900
135,46,1,544,3,-1,99999,-1,-1,-3,-1,1,900
136,47,1,120,1,-1,99999,-1,-1,-3,-1,1,900
137,47,1,46,4,-1,99999,-1,-1,-3,-1,1,900
138,47,1,183,10,-1,99999,-1,-1,-3,-1,1,900
139,48,1,149,4,-1,99999,-1,-1,-3,-1,1,900
140,48,1,913,4,-1,99999,-1,-1,-3,-1,1,900
141,49,1,155,12,-1,99999,-1,-1,-3,-1,1,900
142,50,1,159,6,-1,99999,-1,-1,-3,-1,1,960
143,51,1,263,5,-1,99999,-1,-1,-3,-1,1,960
144,51,1,105,8,-1,99999,-1,-1,-3,-1,1,960
145,51,1,228,2,-1,99999,-1,-1,-3,-1,1,960
146,51,1,415,6,-1,99999,-1,-1,-3,-1,1,960
147,51,1,1204,2,-1,99999,-1,-1,-3,-1,1,960
148,51,1,543,8,-1,99999,-1,-1,-3,-1,1,960
149,52,1,47,4,-1,99999,-1,-1,-3,-1,1,1020
150,52,1,727,10,-1,99999,-1,-1,-3,-1,1,1020
151,52,1,1381,8,-1,99999,-1,-1,-3,-1,1,1020
152,53,1,1068,4,-1,99999,-1,-1,-3,-1,1,1020
153,53,1,442,7,-1,99999,-1,-1,-3,-1,1,1020
154,54,1,947,2,-1,99999,-1,-1,-3,-1,1,1020
155,54,1,337,6,-1,99999,-1,-1,-3,-1,1,1020
156,54,1,1261,5,-1,99999,-1,-1,-3,-1,1,1020
157,54,1,174,10,-1,99999,-1,-1,-3,-1,1,1020
158,55,1,38,3,-1,99999,-1,-1,-3,-1,1,1020
159,56,1,1207,5,-1,99999,-1,-1,-3,-1,1,1020
160,56,1,455,4,-1,99999,-1,-1,-3,-1,1,1020
161,57,1,11,5,-1,99999,-1,-1,-3,-1,1,1080
162,58,1,91,6,-1,99999,-1,-1,-3,-1,1,1080
163,58,1,584,2,-1,99999,-1,-1,-3,-1,1,1080
164,58,1,592,4,-1,99999,-1,-1,-3,-1,1,1080
165,58,1,31,5,-1,99999,-1,-1,-3,-1,1,1080
166,58,1,742,2,-1,99999,-1,-1,-3,-1,1,1080
167,58,1,237,8,-1,99999,-1,-1,-3,-1,1,1080
168,59,1,79,10,-1,99999,-1,-1,-3,-1,1,1080
169,59,1,33,9,-1,99999,-1,-1,-3,-1,1,1080
170,59,1,177,10,-1,99999,-1,-1,-3,-1,1,1080
171,60,1,559,6,-1,99999,-1,-1,-3,-1,1,1080
172,60,1,765,6,-1,99999,-1,-1,-3,-1,1,1080
173,60,1,147,6,-1,99999,-1,-1,-3,-1,1,1080
174,60,1,515,3,-1,99999,-1,-1,-3,-1,1,1080
175,60,1,99,9,-1,99999,-1,-1,-3,-1,1,1080
176,61,1,3066,1,-1,99999,-1,-1,-3,-1,1,1140
177,62,1,294,6,-1,99999,-1,-1,-3,-1,1,1200
178,62,1,527,8,-1,99999,-1,-1,-3,-1,1,1200
179,63,1,93,10,-1,99999,-1,-1,-3,-1,1,1200
180,63,1,1760,2,-1,99999,-1,-1,-3,-1,1,1200
181,63,1,65,1,-1,99999,-1,-1,-3,-1,1,1200
182,63,1,573,6,-1,99999,-1,-1,-3,-1,1,1200
183,63,1,277,8,-1,99999,-1,-1,-3,-1,1,1200
184,63,1,1016,6,-1,99999,-1,-1,-3,-1,1,1200
185,64,1,336,6,-1,99999,-1,-1,-3,-1,1,1200
186,65,1,95,10,-1,99999,-1,-1,-3,-1,1,1200
187,66,1,1165,2,-1,99999,-1,-1,-3,-1,1,1260
188,67,1,2993,2,-1,99999,-1,-1,-3,-1,1,1260
189,67,1,910,11,-1,99999,-1,-1,-3,-1,1,1260
190,67,1,529,3,-1,99999,-1,-1,-3,-1,1,1260
191,67,1,3040,2,-1,99999,-1,-1,-3,-1,1,1260
192,67,1,109,7,-1,99999,-1,-1,-3,-1,1,1260
193,68,1,2027,2,-1,99999,-1,-1,-3,-1,1,1260
194,68,1,43,6,-1,99999,-1,-1,-3,-1,1,1260
195,69,1,1494,2,-1,99999,-1,-1,-3,-1,1,1260
196,70,1,1222,1,-1,99999,-1,-1,-3,-1,1,1260
197,70,1,26,7,-1,99999,-1,-1,-3,-1,1,1260
198,70,1,798,7,-1,99999,-1,-1,-3,-1,1,1260
199,70,1,761,2,-1,99999,-1,-1,-3,-1,1,1260
200,71,1,2475,2,-1,99999,-1,-1,-3,-1,1,1260
201,71,1,164,8,-1,99999,-1,-1,-3,-1,1,1260
202,71,1,617,4,-1,99999,-1,-1,-3,-1,1,1260
203,71,1,168,7,-1,99999,-1,-1,-3,-1,1,1260
204,72,1,264,4,-1,99999,-1,-1,-3,-1,1,1260
205,72,1,266,1,-1,99999,-1,-1,-3,-1,1,1260
206,72,1,1773,2,-1,99999,-1,-1,-3,-1,1,1260
207,73,1,688,8,-1,99999,-1,-1,-3,-1,1,1260
208,73,1,217,10,-1,99999,-1,-1,-3,-1,1,1260
209,73,1,55,9,-1,99999,-1,-1,-3,-1,1,1260
210,73,1,0,8,-1,99999,-1,-1,-3,-1,1,1260
211,74,1,287,8,-1,99999,-1,-1,-3,-1,1,1320
212,74,1,343,4,-1,99999,-1,-1,-3,-1,1,1320
213,75,1,3022,4,-1,99999,-1,-1,-3,-1,1,1320
214,75,1,524,10,-1,99999,-1,-1,-3,-1,1,1320
215,76,1,248,10,-1,99999,-1,-1,-3,-1,1,1320
216,76,1,1139,6,-1,99999,-1,-1,-3,-1,1,1320
217,76,1,180,10,-1,99999,-1,-1,-3,-1,1,1320
218,76,1,121,2,-1,99999,-1,-1,-3,-1,1,1320
219,76,1,59,10,-1,99999,-1,-1,-3,-1,1,1320
220,76,1,2087,1,-1,99999,-1,-1,-3,-1,1,1320
221,76,1,11,5,-1,99999,-1,-1,-3,-1,1,1320
222,76,1,876,2,-1,99999,-1,-1,-3,-1,1,1320
223,76,1,57,8,-1,99999,-1,-1,-3,-1,1,1320
224,76,1,169,4,-1,99999,-1,-1,-3,-1,1,1320
225,76,1,182,3,-1,99999,-1,-1,-3,-1,1,1320
226,76,1,333,4,-1,99999,-1,-1,-3,-1,1,1320
