order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
0,0,1,0,7,-1,99999,-1,-1,-3,-1,1,60
1,1,1,1860,6,-1,99999,-1,-1,-3,-1,1,60
2,1,1,1406,5,-1,99999,-1,-1,-3,-1,1,60
3,1,1,396,3,-1,99999,-1,-1,-3,-1,1,60
4,1,1,55,11,-1,99999,-1,-1,-3,-1,1,60
5,2,1,38,7,-1,99999,-1,-1,-3,-1,1,60
6,2,1,135,2,-1,99999,-1,-1,-3,-1,1,60
7,2,1,2,3,-1,99999,-1,-1,-3,-1,1,60
8,2,1,194,6,-1,99999,-1,-1,-3,-1,1,60
9,2,1,229,12,-1,99999,-1,-1,-3,-1,1,60
10,3,1,195,4,-1,99999,-1,-1,-3,-1,1,120
11,3,1,675,7,-1,99999,-1,-1,-3,-1,1,120
12,4,1,40,10,-1,99999,-1,-1,-3,-1,1,120
13,4,1,266,4,-1,99999,-1,-1,-3,-1,1,120
14,4,1,65,9,-1,99999,-1,-1,-3,-1,1,120
15,5,1,363,3,-1,99999,-1,-1,-3,-1,1,180
16,5,1,1146,9,-1,99999,-1,-1,-3,-1,1,180
17,5,1,182,8,-1,99999,-1,-1,-3,-1,1,180
18,6,1,43,7,-1,99999,-1,-1,-3,-1,1,240
19,6,1,779,2,-1,99999,-1,-1,-3,-1,1,240
20,7,1,286,3,-1,99999,-1,-1,-3,-1,1,300
21,7,1,549,5,-1,99999,-1,-1,-3,-1,1,300
22,7,1,647,10,-1,99999,-1,-1,-3,-1,1,300
23,7,1,2871,2,-1,99999,-1,-1,-3,-1,1,300
24,8,1,65,5,-1,99999,-1,-1,-3,-1,1,300
25,8,1,45,7,-1,99999,-1,-1,-3,-1,1,300
26,8,1,1272,2,-1,99999,-1,-1,-3,-1,1,300
27,9,1,44,4,-1,99999,-1,-1,-3,-1,1,300
28,9,1,34,4,-1,99999,-1,-1,-3,-1,1,300
29,9,1,122,8,-1,99999,-1,-1,-3,-1,1,300
30,10,1,2198,1,-1,99999,-1,-1,-3,-1,1,300
31,11,1,31,9,-1,99999,-1,-1,-3,-1,1,300
32,11,1,123,8,-1,99999,-1,-1,-3,-1,1,300
33,12,1,493,8,-1,99999,-1,-1,-3,-1,1,300
34,13,1,187,3,-1,99999,-1,-1,-3,-1,1,300
35,13,1,667,6,-1,99999,-1,-1,-3,-1,1,300
36,13,1,29,4,-1,99999,-1,-1,-3,-1,1,300
37,13,1,574,4,-1,99999,-1,-1,-3,-1,1,300
38,13,1,78,9,-1,99999,-1,-1,-3,-1,1,300
39,13,1,2581,2,-1,99999,-1,-1,-3,-1,1,300
40,13,1,206,12,-1,99999,-1,-1,-3,-1,1,300
41,13,1,336,10,-1,99999,-1,-1,-3,-1,1,300
42,13,1,72,4,-1,99999,-1,-1,-3,-1,1,300
43,13,1,34,10,-1,99999,-1,-1,-3,-1,1,300
44,14,1,13,4,-1,99999,-1,-1,-3,-1,1,360
45,14,1,797,6,-1,99999,-1,-1,-3,-1,1,360
46,15,1,608,5,-1,99999,-1,-1,-3,-1,1,360
47,15,1,1235,9,-1,99999,-1,-1,-3,-1,1,360
48,15,1,160,5,-1,99999,-1,-1,-3,-1,1,360
49,15,1,314,10,-1,99999,-1,-1,-3,-1,1,360
50,15,1,1146,8,-1,99999,-1,-1,-3,-1,1,360
51,16,1,2315,4,-1,99999,-1,-1,-3,-1,1,360
52,17,1,440,10,-1,99999,-1,-1,-3,-1,1,360
53,17,1,6,6,-1,99999,-1,-1,-3,-1,1,360
54,18,1,89,11,-1,99999,-1,-1,-3,-1,1,420
55,18,1,126,10,-1,99999,-1,-1,-3,-1,1,420
56,18,1,73,6,-1,99999,-1,-1,-3,-1,1,420
57,18,1,23,4,-1,99999,-1,-1,-3,-1,1,420
58,19,1,2904,2,-1,99999,-1,-1,-3,-1,1,420
59,20,1,51,9,-1,99999,-1,-1,-3,-1,1,420
60,20,1,392,4,-1,99999,-1,-1,-3,-1,1,420
61,21,1,1071,5,-1,99999,-1,-1,-3,-1,1,420
62,21,1,768,6,-1,99999,-1,-1,-3,-1,1,420
63,21,1,135,6,-1,99999,-1,-1,-3,-1,1,420
64,21,1,525,3,-1,99999,-1,-1,-3,-1,1,420
65,21,1,337,10,-1,99999,-1,-1,-3,-1,1,420
66,21,1,357,9,-1,99999,-1,-1,-3,-1,1,420
67,21,1,369,5,-1,99999,-1,-1,-3,-1,1,420
68,21,1,77,5,-1,99999,-1,-1,-3,-1,1,420
69,21,1,939,4,-1,99999,-1,-1,-3,-1,1,420
70,21,1,236,6,-1,99999,-1,-1,-3,-1,1,420
71,22,1,48,12,-1,99999,-1,-1,-3,-1,1,420
72,23,1,618,4,-1,99999,-1,-1,-3,-1,1,480
73,23,1,4,8,-1,99999,-1,-1,-3,-1,1,480
74,23,1,52,2,-1,99999,-1,-1,-3,-1,1,480
75,23,1,426,7,-1,99999,-1,-1,-3,-1,1,480
76,24,1,584,6,-1,99999,-1,-1,-3,-1,1,480
77,25,1,480,9,-1,99999,-1,-1,-3,-1,1,540
78,25,1,322,6,-1,99999,-1,-1,-3,-1,1,540
79,25,1,20,11,-1,99999,-1,-1,-3,-1,1,540
80,25,1,223,7,-1,99999,-1,-1,-3,-1,1,540
81,26,1,261,5,-1,99999,-1,-1,-3,-1,1,540
82,26,1,3090,2,-1,99999,-1,-1,-3,-1,1,540
