sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
1,-100,1,362,6,0
2,-100,1,1,6,0
3,-99,1,13,4,0
4,-99,1,1183,2,0
5,-99,1,177,10,0
6,-98,1,324,6,0
7,-98,1,83,6,0
8,-98,1,51,6,0
9,-98,1,311,7,0
10,-98,1,2061,1,0
11,-98,1,43,12,0
12,-97,1,2677,3,0
13,-97,1,2122,3,0
14,-96,1,104,5,0
15,-96,1,647,4,0
16,-95,1,585,7,0
17,-95,1,181,8,0
18,-95,1,425,7,0
19,-95,1,1767,6,0
20,-95,1,750,4,0
21,-95,1,205,2,0
22,-95,1,263,2,0
23,-95,1,398,4,0
24,-95,1,2954,2,0
25,-95,1,257,4,0
26,-95,1,813,4,0
27,-95,1,39,10,0
28,-95,1,2,1,0
29,-94,1,337,7,0
30,-94,1,1349,3,0
31,-94,1,114,6,0
32,-94,1,89,4,0
33,-94,1,1583,8,0
34,-94,1,13,7,0
35,-94,1,736,6,0
36,-94,1,326,8,0
37,-94,1,5,6,0
38,-93,1,616,8,0
39,-93,1,41,5,0
40,-93,1,169,6,0
41,-92,1,1303,4,0
42,-91,1,387,9,0
43,-91,1,630,1,0
44,-91,1,1108,9,0
45,-91,1,3,10,0
46,-91,1,1218,4,0
47,-91,1,122,6,0
48,-91,1,337,6,0
49,-91,1,75,7,0
50,-90,1,124,2,0
51,-90,1,608,12,0
52,-90,1,46,2,0
53,-90,1,2148,3,0
54,-89,1,107,10,0
55,-89,1,1,10,0
56,-89,1,198,1,0
57,-89,1,94,4,0
58,-89,1,77,4,0
59,-88,1,159,4,0
60,-88,1,446,7,0
61,-88,1,46,5,0
62,-87,1,222,8,0
63,-87,1,55,10,0
64,-87,1,1012,6,0
65,-87,1,245,8,0
66,-87,1,557,10,0
67,-87,1,755,9,0
68,-87,1,143,7,0
69,-87,1,645,10,0
70,-87,1,2619,2,0
71,-87,1,1772,2,0
72,-87,1,623,9,0
73,-86,1,244,6,0
74,-86,1,2139,2,0
75,-86,1,1545,8,0
76,-86,1,405,4,0
77,-86,1,927,2,0
78,-85,1,93,3,0
79,-84,1,615,1,0
80,-84,1,124,9,0
81,-83,1,602,9,0
82,-83,1,1058,8,0
83,-83,1,1175,12,0
84,-82,1,4,8,0
85,-81,1,1552,12,0
86,-81,1,139,2,0
87,-80,1,304,9,0
88,-79,1,46,5,0
89,-79,1,156,6,0
90,-79,1,775,11,0
91,-79,1,109,6,0
92,-79,1,647,6,0
93,-79,1,2,6,0
94,-79,1,529,2,0
95,-79,1,154,4,0
96,-79,1,66,8,0
97,-79,1,39,10,0
98,-79,1,185,2,0
99,-79,1,41,4,0
100,-79,1,1507,8,0
101,-78,1,570,7,0
102,-78,1,482,8,0
103,-77,1,1844,4,0
104,-76,1,683,8,0
105,-76,1,37,6,0
106,-75,1,357,4,0
107,-75,1,719,5,0
108,-75,1,60,4,0
109,-75,1,51,11,0
110,-75,1,231,12,0
111,-75,1,167,12,0
112,-74,1,260,11,0
113,-74,1,611,3,0
114,-74,1,240,6,0
115,-74,1,2721,3,0
116,-74,1,2117,4,0
117,-74,1,1653,2,0
118,-74,1,268,5,0
119,-74,1,1351,8,0
120,-73,1,20,12,0
121,-72,1,0,8,0
122,-72,1,10,10,0
123,-72,1,1954,7,0
124,-72,1,29,2,0
125,-72,1,104,5,0
126,-71,1,84,8,0
127,-71,1,7,10,0
128,-71,1,72,5,0
129,-71,1,171,10,0
130,-71,1,317,6,0
131,-71,1,300,5,0
132,-71,1,819,12,0
133,-71,1,907,10,0
134,-70,1,87,10,0
135,-70,1,241,8,0
136,-70,1,19,3,0
137,-70,1,39,9,0
138,-69,1,1912,2,0
139,-69,1,14,11,0
140,-68,1,1228,4,0
141,-67,1,535,8,0
142,-66,1,270,4,0
143,-66,1,251,10,0
144,-66,1,668,12,0
145,-66,1,2790,2,0
146,-66,1,893,2,0
147,-66,1,313,6,0
