pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,item_weight,total_item_weight,slot_sequence,item_pod_inventory_level,item_warehouse_inventory_level,cumulative_pod_weight
0,3,0,5,883,0,0,0,12,12,99999,0,0,0.236,2.832,0,0.4,0.3,2.832
0,3,1,5,861,0,0,0,48,48,99999,0,0,0.667,32.016,1,0.4,0.3,34.848
0,3,2,5,850,0,0,0,96,96,99999,0,0,0.31,29.76,2,0.4,0.3,64.608
0,3,3,5,528,0,0,0,24,24,99999,0,0,1.35,32.4,3,0.4,0.3,97.008
0,3,4,5,122,0,0,0,12,12,99999,0,0,0.407,4.884,4,0.4,0.3,101.892
0,3,5,5,139,0,0,0,120,120,99999,0,0,0.3,36.0,5,0.4,0.3,137.892
0,3,6,5,37,0,0,0,168,168,99999,0,0,0.275,46.2,6,0.4,0.3,184.092
0,3,7,5,27,0,0,0,24,24,99999,0,0,0.125,3.0,7,0.4,0.3,187.092
0,3,8,5,177,0,0,0,48,48,99999,0,0,0.633,30.384,8,0.4,0.3,217.476
0,3,9,5,1,0,0,0,24,24,99999,0,0,0.125,3.0,9,0.4,0.3,220.476
0,3,10,5,3234,0,0,0,36,36,99999,1,0,0.905,32.58,10,0.5,0.4,253.056
0,3,11,5,2735,0,0,0,72,72,99999,1,0,0.2,14.4,11,0.5,0.4,267.456
0,3,12,5,2232,0,0,0,30,30,99999,1,0,0.367,11.01,12,0.5,0.4,278.466
0,3,13,5,1723,0,0,0,60,60,99999,1,0,0.112,6.72,13,0.5,0.4,285.186
0,3,14,5,2611,0,0,0,72,72,99999,1,0,0.369,26.568,14,0.5,0.4,311.754
0,3,15,5,5591,0,0,0,456,456,99999,1,0,0.092,41.952,15,0.6,0.5,353.706
0,3,16,5,5088,0,0,0,27,27,99999,1,0,0.722,19.494,16,0.6,0.5,373.2
0,3,17,5,4579,0,0,0,24,24,99999,1,0,1.028,24.672,17,0.6,0.5,397.872
0,3,18,5,4084,0,0,0,72,72,99999,1,0,0.477,34.344,18,0.6,0.5,432.216
0,3,19,5,3901,0,0,0,24,24,99999,1,0,0.167,4.008,19,0.6,0.5,436.224
1,3,0,5,897,0,0,0,72,72,99999,0,0,0.403,29.016,20,0.4,0.3,29.016
1,3,1,5,861,0,0,0,48,48,99999,0,0,0.667,32.016,21,0.4,0.3,61.032
1,3,2,5,850,0,0,0,96,96,99999,0,0,0.31,29.76,22,0.4,0.3,90.792
1,3,3,5,528,0,0,0,24,24,99999,0,0,1.35,32.4,23,0.4,0.3,123.192
1,3,4,5,122,0,0,0,12,12,99999,0,0,0.407,4.884,24,0.4,0.3,128.076
1,3,5,5,139,0,0,0,120,120,99999,0,0,0.3,36.0,25,0.4,0.3,164.076
1,3,6,5,37,0,0,0,168,168,99999,0,0,0.275,46.2,26,0.4,0.3,210.276
1,3,7,5,36,0,0,0,24,24,99999,0,0,0.125,3.0,27,0.4,0.3,213.276
1,3,8,5,208,0,0,0,4,4,99999,0,0,5.345,21.38,28,0.4,0.3,234.656
