tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
707,105,1650,B,v13_piggyback
1212,208,2138,B,v13_piggyback
3295,408,3242,B,v13_piggyback
3397,74,1516,B,v13_piggyback
3489,179,2001,B,v13_piggyback
4503,468,1081,A,v13_piggyback
5047,155,1890,B,v13_piggyback
5432,179,2001,B,v13_fetch
5529,152,1876,B,v13_piggyback
5537,120,1721,B,v13_fetch
5899,428,880,A,v13_piggyback
5978,21,1287,B,v13_piggyback
6328,21,1287,B,v13_piggyback
7567,210,2147,B,v13_piggyback
8354,210,2147,B,v13_piggyback
8592,40,1367,B,v13_piggyback
8677,309,481,A,v13_piggyback
8726,336,2820,B,v13_piggyback
8838,210,2147,B,v13_piggyback
9370,61,1459,B,v13_piggyback
9959,476,1133,A,v13_piggyback
9963,276,2469,B,v13_piggyback
9971,210,2147,B,v13_piggyback
10831,359,630,A,v13_piggyback
11121,306,466,A,v13_piggyback
11209,210,2147,B,v13_piggyback
11444,359,630,A,v13_piggyback
11522,318,506,A,v13_piggyback
11600,328,540,A,v13_piggyback
11737,303,466,A,v13_piggyback
11856,362,635,A,v13_piggyback
12115,303,466,A,v13_piggyback
12401,162,1926,B,v13_fetch
12850,303,466,A,v13_piggyback
13022,359,630,A,v13_piggyback
13514,94,84,A,v13_fetch
14569,98,84,A,v13_fetch
14720,330,540,A,v13_piggyback
14935,98,84,A,v13_piggyback
16750,303,466,A,v13_piggyback
16906,321,515,A,v13_piggyback
17082,303,466,A,v13_piggyback
17976,128,1761,B,v13_piggyback
18154,416,819,A,v13_piggyback
18735,303,466,A,v13_piggyback
19055,303,466,A,v13_piggyback
19178,330,540,A,v13_piggyback
19795,105,1650,B,v13_piggyback
19835,18,1283,B,v13_piggyback
20271,98,84,A,v13_piggyback
21231,335,553,A,v13_fetch
21315,97,84,A,v13_fetch
21316,304,466,A,v13_fetch
21504,336,553,A,v13_fetch
21504,336,2820,B,v13_fetch
21563,304,466,A,v13_piggyback
21625,435,914,A,v13_piggyback
21678,379,699,A,v13_piggyback
21759,352,608,A,v13_fetch
21821,351,604,A,v13_fetch
21855,417,819,A,v13_fetch
21942,346,586,A,v13_fetch
21986,379,699,A,v13_piggyback
22590,100,84,A,v13_piggyback
23065,256,348,A,v13_piggyback
23079,98,84,A,v13_piggyback
23149,346,583,A,v13_piggyback
23149,346,586,A,v13_piggyback
23480,98,84,A,v13_piggyback
23868,0,0,A,v13_fetch
24056,8,0,A,v13_fetch
24056,8,1240,B,v13_fetch
24098,222,2209,B,v13_fetch
24226,278,2480,B,v13_piggyback
24358,303,466,A,v13_fetch
25115,325,531,A,v13_piggyback
25845,1,0,A,v13_piggyback
26188,43,1380,B,v13_piggyback
26320,308,482,A,v13_piggyback
26667,2,0,A,v13_fetch
26705,106,99,A,v13_fetch
27046,285,417,A,v13_fetch
27093,10,0,A,v13_fetch
27093,10,1251,B,v13_fetch
27330,261,356,A,v13_fetch
27454,255,2372,B,v13_fetch
27454,255,348,A,v13_fetch
27473,267,374,A,v13_fetch
27473,267,379,A,v13_fetch
27490,279,405,A,v13_fetch
27511,286,417,A,v13_fetch
27511,286,2525,B,v13_fetch
27537,93,1594,B,v13_piggyback
27537,93,84,A,v13_piggyback
27954,0,0,A,v13_piggyback
28464,21,1290,B,v13_piggyback
28477,285,417,A,v13_fetch
28485,1,0,A,v13_fetch
28553,335,554,A,v13_piggyback
28629,346,586,A,v13_fetch
28653,306,466,A,v13_fetch
28653,306,476,A,v13_fetch
28666,350,604,A,v13_fetch
28703,359,624,A,v13_fetch
28703,359,630,A,v13_fetch
