sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
1,-100,1,34,9,0
2,-99,1,17,9,0
3,-99,1,730,9,0
4,-99,1,349,9,0
5,-99,1,11,8,0
6,-99,1,1705,1,0
7,-98,1,284,6,0
8,-98,1,2832,2,0
9,-98,1,903,6,0
10,-98,1,1133,2,0
11,-98,1,67,7,0
12,-98,1,74,2,0
13,-98,1,8,6,0
14,-98,1,470,10,0
15,-97,1,175,1,0
16,-97,1,0,2,0
17,-97,1,2,8,0
18,-97,1,299,4,0
19,-96,1,137,7,0
20,-96,1,236,7,0
21,-95,1,202,4,0
22,-95,1,172,4,0
23,-94,1,754,3,0
24,-94,1,1864,4,0
25,-93,1,90,10,0
26,-93,1,3,8,0
27,-93,1,751,6,0
28,-93,1,1593,2,0
29,-93,1,275,8,0
30,-93,1,1352,10,0
31,-92,1,122,4,0
32,-92,1,865,4,0
33,-91,1,205,6,0
34,-91,1,136,7,0
35,-90,1,3065,2,0
36,-90,1,229,2,0
37,-89,1,892,6,0
38,-89,1,323,8,0
39,-88,1,4,8,0
40,-88,1,2,6,0
41,-88,1,246,8,0
42,-87,1,264,2,0
43,-87,1,2,8,0
44,-87,1,260,4,0
45,-86,1,912,8,0
46,-86,1,355,7,0
47,-85,1,302,2,0
48,-85,1,1581,4,0
49,-85,1,1130,6,0
50,-85,1,100,8,0
51,-85,1,1070,6,0
52,-85,1,204,10,0
53,-85,1,122,9,0
54,-85,1,28,8,0
55,-85,1,78,1,0
56,-85,1,525,2,0
57,-85,1,11,9,0
58,-85,1,51,7,0
59,-85,1,856,4,0
60,-85,1,200,5,0
61,-85,1,474,4,0
62,-84,1,111,8,0
63,-84,1,242,6,0
64,-83,1,852,11,0
65,-82,1,320,6,0
66,-82,1,387,6,0
67,-82,1,10,8,0
68,-82,1,219,4,0
69,-82,1,237,6,0
70,-82,1,415,7,0
71,-82,1,1483,3,0
72,-82,1,1636,8,0
73,-82,1,35,10,0
74,-81,1,70,6,0
75,-81,1,20,6,0
76,-81,1,1304,8,0
77,-81,1,151,4,0
78,-81,1,346,10,0
79,-81,1,179,9,0
80,-81,1,222,1,0
81,-81,1,1445,2,0
82,-81,1,1193,8,0
83,-80,1,71,4,0
84,-80,1,211,6,0
85,-80,1,1098,6,0
86,-80,1,775,4,0
87,-80,1,2197,4,0
88,-80,1,65,10,0
89,-79,1,33,6,0
90,-79,1,77,8,0
91,-79,1,690,10,0
92,-78,1,547,6,0
93,-77,1,925,7,0
94,-77,1,2581,2,0
95,-77,1,1353,2,0
96,-77,1,862,3,0
97,-77,1,2335,4,0
98,-77,1,48,4,0
99,-77,1,2005,4,0
100,-77,1,1033,3,0
101,-77,1,878,3,0
102,-77,1,1112,8,0
103,-77,1,22,10,0
104,-77,1,443,2,0
105,-77,1,0,10,0
106,-77,1,789,10,0
107,-76,1,33,12,0
108,-76,1,792,8,0
109,-76,1,114,11,0
110,-76,1,548,4,0
111,-76,1,524,1,0
112,-75,1,304,6,0
113,-75,1,297,8,0
114,-75,1,1592,2,0
115,-75,1,500,6,0
116,-75,1,6,6,0
117,-75,1,1314,6,0
118,-75,1,860,3,0
119,-75,1,774,8,0
120,-75,1,290,6,0
121,-75,1,35,5,0
122,-75,1,300,5,0
123,-75,1,4,6,0
124,-75,1,439,10,0
125,-74,1,1344,4,0
126,-73,1,275,10,0
127,-72,1,1476,6,0
128,-71,1,17,8,0
129,-70,1,21,11,0
130,-69,1,1056,6,0
131,-69,1,187,4,0
132,-68,1,2276,3,0
133,-68,1,1568,6,0
134,-68,1,129,7,0
135,-68,1,58,4,0
136,-68,1,188,6,0
137,-68,1,241,9,0
138,-68,1,65,2,0
139,-68,1,9,10,0
140,-68,1,525,10,0
141,-67,1,1,10,0
142,-67,1,3,6,0
143,-66,1,0,5,0
144,-66,1,103,6,0
145,-65,1,419,5,0
146,-65,1,684,4,0
147,-65,1,574,10,0
148,-65,1,3039,3,0
149,-65,1,694,8,0
150,-65,1,256,6,0
151,-65,1,318,8,0
152,-64,1,450,6,0
153,-64,1,245,9,0
154,-64,1,117,6,0
155,-63,1,1212,2,0
156,-62,1,532,4,0
157,-61,1,1402,2,0
158,-61,1,163,5,0
159,-60,1,527,8,0
160,-60,1,3000,2,0
161,-59,1,559,8,0
162,-59,1,1323,2,0
163,-59,1,1435,8,0
164,-58,1,140,4,0
165,-58,1,898,8,0
166,-58,1,279,2,0
167,-58,1,1513,3,0
168,-58,1,437,9,0
169,-58,1,43,12,0
170,-58,1,427,6,0
171,-58,1,87,5,0
172,-58,1,378,8,0
173,-58,1,3137,2,0
174,-58,1,432,4,0
175,-58,1,799,9,0
176,-58,1,996,7,0
177,-58,1,11,4,0
178,-58,1,2078,1,0
179,-58,1,605,10,0
180,-57,1,171,8,0
181,-57,1,99,6,0
182,-57,1,533,4,0
183,-57,1,3082,2,0
184,-57,1,1662,2,0
185,-57,1,1225,6,0
186,-57,1,211,7,0
187,-56,1,142,10,0
188,-55,1,111,10,0
189,-54,1,2784,2,0
190,-53,1,185,7,0
191,-53,1,86,12,0
192,-52,1,147,8,0
193,-52,1,20,4,0
194,-52,1,1832,2,0
195,-52,1,1270,8,0
196,-52,1,739,7,0
197,-52,1,429,2,0
198,-52,1,1880,1,0
199,-52,1,259,4,0
200,-52,1,30,4,0
201,-52,1,444,3,0
202,-52,1,1823,3,0
203,-52,1,698,8,0
204,-52,1,609,8,0
205,-51,1,2812,2,0
206,-51,1,140,1,0
207,-51,1,91,7,0
208,-50,1,1289,7,0
209,-50,1,946,10,0
210,-50,1,1700,2,0
211,-50,1,1801,2,0
212,-50,1,238,4,0
213,-50,1,98,8,0
214,-50,1,2796,4,0
215,-50,1,57,3,0
216,-50,1,117,6,0
217,-49,1,2,4,0
218,-49,1,2036,4,0
219,-48,1,410,3,0
220,-47,1,1266,4,0
221,-47,1,456,10,0
222,-47,1,600,8,0
223,-46,1,761,9,0
224,-46,1,317,5,0
225,-45,1,332,7,0
226,-45,1,257,2,0
227,-45,1,183,7,0
228,-45,1,385,8,0
229,-44,1,448,3,0
230,-43,1,2908,3,0
231,-43,1,1635,3,0
232,-43,1,1377,8,0
233,-43,1,85,8,0
234,-42,1,264,5,0
235,-41,1,31,12,0
236,-40,1,189,4,0
237,-40,1,664,12,0
238,-39,1,28,5,0
239,-39,1,322,2,0
240,-39,1,2049,2,0
241,-39,1,11,8,0
242,-38,1,118,8,0
243,-38,1,111,4,0
244,-38,1,1288,4,0
245,-38,1,80,8,0
246,-37,1,4,12,0
247,-36,1,1847,3,0
248,-36,1,125,9,0
249,-36,1,107,2,0
