tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2937,30,1328,B,v13_piggyback
3551,251,2349,B,v13_piggyback
3689,4,1228,B,v13_piggyback
4354,76,1527,B,v13_piggyback
4553,478,1143,A,v13_piggyback
5176,409,3243,B,v13_piggyback
5241,164,1933,B,v13_piggyback
5420,349,2894,B,v13_piggyback
5466,363,644,A,v13_piggyback
6065,482,3696,B,v13_piggyback
6262,310,2666,B,v13_piggyback
6892,486,1197,A,v13_piggyback
7009,141,1820,B,v13_piggyback
7199,482,1171,A,v13_piggyback
7557,474,1123,A,v13_piggyback
8104,265,2420,B,v13_piggyback
8131,266,2420,B,v13_piggyback
8991,470,1097,A,v13_piggyback
9278,247,324,A,v13_piggyback
9621,177,1990,B,v13_piggyback
9876,103,1642,B,v13_piggyback
10247,255,2372,B,v13_piggyback
10700,271,385,A,v13_piggyback
11093,428,880,A,v13_piggyback
11132,297,457,A,v13_piggyback
11480,10,1250,B,v13_piggyback
11506,278,2480,B,v13_piggyback
11756,179,2001,B,v13_piggyback
12124,471,1105,A,v13_piggyback
12433,271,384,A,v13_piggyback
12762,145,1839,B,v13_piggyback
14064,271,385,A,v13_piggyback
14299,369,3014,B,v13_piggyback
14690,251,2349,B,v13_piggyback
14897,61,1457,B,v13_piggyback
14897,61,1458,B,v13_piggyback
15040,329,540,A,v13_piggyback
15343,238,299,A,v13_piggyback
15468,271,385,A,v13_piggyback
15742,346,586,A,v13_piggyback
15814,466,1070,A,v13_piggyback
16224,271,385,A,v13_piggyback
16309,82,1548,B,v13_piggyback
16768,80,1531,B,v13_piggyback
17013,306,466,A,v13_piggyback
17541,80,1531,B,v13_piggyback
17691,365,646,A,v13_piggyback
18114,80,1531,B,v13_piggyback
18356,316,499,A,v13_piggyback
18385,474,1119,A,v13_piggyback
18635,67,55,A,v13_piggyback
19152,79,1531,B,v13_piggyback
19383,365,646,A,v13_piggyback
19421,249,332,A,v13_piggyback
19468,77,1531,B,v13_fetch
19885,266,371,A,v13_piggyback
19885,266,375,A,v13_piggyback
20082,249,332,A,v13_piggyback
20192,377,691,A,v13_piggyback
20658,82,1548,B,v13_piggyback
20666,287,425,A,v13_piggyback
20687,265,2420,B,v13_piggyback
20876,475,1123,A,v13_piggyback
20876,475,1125,A,v13_piggyback
21006,154,1883,B,v13_piggyback
21087,241,307,A,v13_piggyback
21132,352,608,A,v13_piggyback
21189,385,715,A,v13_piggyback
21189,385,718,A,v13_piggyback
21220,253,2362,B,v13_piggyback
21375,338,562,A,v13_piggyback
21480,362,624,A,v13_piggyback
21545,294,436,A,v13_piggyback
21579,366,624,A,v13_piggyback
21579,366,647,A,v13_piggyback
21724,53,1424,B,v13_piggyback
21864,365,624,A,v13_piggyback
21864,365,646,A,v13_piggyback
22403,365,624,A,v13_piggyback
22602,270,385,A,v13_fetch
22602,270,384,A,v13_fetch
23074,357,624,A,v13_piggyback
23334,452,1004,A,v13_piggyback
23952,141,135,A,v13_fetch
23952,141,140,A,v13_fetch
23952,141,1820,B,v13_fetch
24226,200,216,A,v13_piggyback
24284,141,135,A,v13_piggyback
24284,141,140,A,v13_piggyback
24368,177,186,A,v13_piggyback
24368,177,189,A,v13_piggyback
24368,177,190,A,v13_piggyback
24584,200,216,A,v13_piggyback
24681,479,1150,A,v13_piggyback
24908,236,2276,B,v13_piggyback
24908,236,288,A,v13_piggyback
24914,12,0,A,v13_piggyback
25245,434,896,A,v13_piggyback
25298,328,540,A,v13_piggyback
25563,139,135,A,v13_piggyback
25609,469,1084,A,v13_piggyback
25726,2,0,A,v13_fetch
25976,12,0,A,v13_piggyback
26456,395,757,A,v13_piggyback
26517,388,732,A,v13_piggyback
26517,388,733,A,v13_piggyback
26538,2,0,A,v13_piggyback
26933,2,0,A,v13_piggyback
27083,14,0,A,v13_piggyback
27317,153,1881,B,v13_piggyback
27562,225,265,A,v13_piggyback
27562,225,272,A,v13_piggyback
27776,14,0,A,v13_piggyback
27877,383,711,A,v13_piggyback
27905,308,475,A,v13_piggyback
28025,316,491,A,v13_piggyback
28140,276,384,A,v13_piggyback
28279,314,491,A,v13_piggyback
28322,19,0,A,v13_piggyback
28533,145,143,A,v13_piggyback
