order_id,order_arrival,process_start_time,order_complete_time,station_id,cycle_time
-38,0,1,73,picker-2,72
-43,0,1,73,picker-2,72
-92,0,1,76,picker-3,75
-55,0,1,112,picker-3,111
-83,0,1,128,picker-3,127
-98,0,1,140,picker-3,139
-33,0,1,143,picker-1,142
-34,0,1,216,picker-1,215
-80,0,1,322,picker-3,321
3,60,77,322,picker-3,245
-48,0,1,328,picker-2,327
-9,0,113,331,picker-3,218
-95,0,1,345,picker-3,344
-36,0,74,359,picker-2,285
-75,0,1,361,picker-3,360
7,120,129,374,picker-3,245
-71,0,1,391,picker-3,390
-79,0,141,405,picker-3,264
-47,0,1,410,picker-1,409
-58,0,1,455,picker-2,454
-11,0,74,463,picker-2,389
-73,0,1,473,picker-2,472
-67,0,1,483,picker-1,482
-8,0,346,494,picker-3,148
-88,0,332,502,picker-3,170
-7,0,329,503,picker-2,174
12,300,323,523,picker-3,200
-4,0,323,523,picker-3,200
-60,0,1,529,picker-1,528
-52,0,375,550,picker-3,175
-69,0,362,556,picker-3,194
-77,0,392,586,picker-3,194
-21,0,1,652,picker-2,651
-59,0,456,652,picker-2,196
-31,0,217,652,picker-1,435
-82,0,144,662,picker-1,518
-27,0,464,667,picker-2,203
-30,0,484,678,picker-1,194
-53,0,1,684,picker-2,683
-15,0,411,708,picker-1,297
-99,0,1,721,picker-1,720
-100,0,530,732,picker-1,202
-23,0,474,758,picker-2,284
-81,0,1,760,picker-1,759
8,240,504,771,picker-2,267
-86,0,360,775,picker-2,415
-20,0,1,786,picker-1,785
-49,0,1,788,picker-2,787
27,600,653,817,picker-1,164
-54,0,654,820,picker-2,166
-22,0,654,826,picker-2,172
26,540,668,853,picker-2,185
-1,0,663,876,picker-1,213
25,540,679,899,picker-1,220
-85,0,406,903,picker-3,497
17,360,685,903,picker-2,218
-64,0,709,930,picker-1,221
-96,0,557,949,picker-3,392
-70,0,722,962,picker-1,240
2,60,587,962,picker-3,375
-45,0,551,976,picker-3,425
29,780,818,1025,picker-1,207
30,780,787,1052,picker-1,265
0,60,759,1057,picker-2,298
-76,0,772,1067,picker-2,295
5,120,776,1067,picker-2,291
28,720,905,1087,picker-3,182
-72,0,854,1107,picker-2,253
-91,0,524,1120,picker-3,596
-46,0,733,1146,picker-1,413
33,900,900,1146,picker-1,246
-61,0,503,1171,picker-3,668
36,960,963,1190,picker-1,227
-25,0,789,1195,picker-2,406
-62,0,904,1225,picker-2,321
-5,0,1026,1230,picker-1,204
-87,0,827,1232,picker-2,405
-63,0,495,1249,picker-3,754
-26,0,821,1301,picker-2,480
-44,0,1058,1312,picker-2,254
15,360,524,1313,picker-3,789
34,960,1068,1320,picker-2,252
41,1140,1196,1375,picker-2,179
-93,0,931,1416,picker-1,485
-78,0,1068,1481,picker-2,413
48,1320,1321,1522,picker-2,201
-40,0,761,1549,picker-1,788
32,900,1314,1556,picker-3,242
6,120,1147,1560,picker-1,413
-3,0,1191,1597,picker-1,406
-16,0,1231,1597,picker-1,366
18,360,1108,1598,picker-2,490
-57,0,1147,1610,picker-1,463
-41,0,877,1630,picker-1,753
-12,0,1417,1640,picker-1,223
-17,0,1313,1642,picker-2,329
-94,0,1053,1654,picker-1,601
-37,0,1088,1654,picker-3,566
-56,0,1172,1660,picker-3,488
