order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
0,0,1,527,1,-1,99999,-1,-1,-3,-1,1,60
1,0,1,2589,2,-1,99999,-1,-1,-3,-1,1,60
2,0,1,119,6,-1,99999,-1,-1,-3,-1,1,60
3,1,1,264,7,-1,99999,-1,-1,-3,-1,1,60
4,1,1,250,9,-1,99999,-1,-1,-3,-1,1,60
5,2,1,243,9,-1,99999,-1,-1,-3,-1,1,60
6,2,1,1400,2,-1,99999,-1,-1,-3,-1,1,60
7,2,1,139,4,-1,99999,-1,-1,-3,-1,1,60
8,2,1,900,11,-1,99999,-1,-1,-3,-1,1,60
9,3,1,2200,2,-1,99999,-1,-1,-3,-1,1,60
10,3,1,104,2,-1,99999,-1,-1,-3,-1,1,60
11,3,1,2482,3,-1,99999,-1,-1,-3,-1,1,60
12,3,1,272,2,-1,99999,-1,-1,-3,-1,1,60
13,3,1,266,6,-1,99999,-1,-1,-3,-1,1,60
14,3,1,684,9,-1,99999,-1,-1,-3,-1,1,60
15,4,1,744,9,-1,99999,-1,-1,-3,-1,1,60
16,4,1,810,1,-1,99999,-1,-1,-3,-1,1,60
17,4,1,279,2,-1,99999,-1,-1,-3,-1,1,60
18,4,1,52,4,-1,99999,-1,-1,-3,-1,1,60
19,5,1,235,2,-1,99999,-1,-1,-3,-1,1,60
20,5,1,519,4,-1,99999,-1,-1,-3,-1,1,60
21,6,1,558,3,-1,99999,-1,-1,-3,-1,1,60
22,6,1,511,8,-1,99999,-1,-1,-3,-1,1,60
23,7,1,28,6,-1,99999,-1,-1,-3,-1,1,60
24,7,1,1453,12,-1,99999,-1,-1,-3,-1,1,60
25,7,1,138,6,-1,99999,-1,-1,-3,-1,1,60
26,7,1,35,11,-1,99999,-1,-1,-3,-1,1,60
27,8,1,3,1,-1,99999,-1,-1,-3,-1,1,120
28,8,1,168,11,-1,99999,-1,-1,-3,-1,1,120
29,8,1,507,8,-1,99999,-1,-1,-3,-1,1,120
30,8,1,1417,2,-1,99999,-1,-1,-3,-1,1,120
31,8,1,1072,6,-1,99999,-1,-1,-3,-1,1,120
32,8,1,671,6,-1,99999,-1,-1,-3,-1,1,120
33,9,1,503,11,-1,99999,-1,-1,-3,-1,1,120
34,9,1,3,11,-1,99999,-1,-1,-3,-1,1,120
35,10,1,3109,4,-1,99999,-1,-1,-3,-1,1,180
36,10,1,331,2,-1,99999,-1,-1,-3,-1,1,180
37,10,1,83,3,-1,99999,-1,-1,-3,-1,1,180
38,11,1,1427,2,-1,99999,-1,-1,-3,-1,1,180
39,11,1,195,7,-1,99999,-1,-1,-3,-1,1,180
40,11,1,483,5,-1,99999,-1,-1,-3,-1,1,180
41,11,1,1011,3,-1,99999,-1,-1,-3,-1,1,180
42,11,1,233,7,-1,99999,-1,-1,-3,-1,1,180
43,11,1,0,6,-1,99999,-1,-1,-3,-1,1,180
44,12,1,447,8,-1,99999,-1,-1,-3,-1,1,180
45,13,1,1986,4,-1,99999,-1,-1,-3,-1,1,180
46,14,1,184,5,-1,99999,-1,-1,-3,-1,1,180
47,14,1,62,6,-1,99999,-1,-1,-3,-1,1,180
48,14,1,976,8,-1,99999,-1,-1,-3,-1,1,180
49,14,1,2814,3,-1,99999,-1,-1,-3,-1,1,180
50,15,1,2,8,-1,99999,-1,-1,-3,-1,1,180
51,15,1,174,4,-1,99999,-1,-1,-3,-1,1,180
52,16,1,110,5,-1,99999,-1,-1,-3,-1,1,240
53,16,1,1159,2,-1,99999,-1,-1,-3,-1,1,240
54,16,1,687,4,-1,99999,-1,-1,-3,-1,1,240
55,16,1,237,3,-1,99999,-1,-1,-3,-1,1,240
56,17,1,876,2,-1,99999,-1,-1,-3,-1,1,240
57,17,1,264,4,-1,99999,-1,-1,-3,-1,1,240
58,17,1,131,6,-1,99999,-1,-1,-3,-1,1,240
59,17,1,172,11,-1,99999,-1,-1,-3,-1,1,240
60,17,1,43,10,-1,99999,-1,-1,-3,-1,1,240
61,17,1,2361,4,-1,99999,-1,-1,-3,-1,1,240
62,17,1,1556,5,-1,99999,-1,-1,-3,-1,1,240
63,18,1,1362,3,-1,99999,-1,-1,-3,-1,1,240
64,19,1,267,2,-1,99999,-1,-1,-3,-1,1,300
65,20,1,127,5,-1,99999,-1,-1,-3,-1,1,300
66,21,1,128,9,-1,99999,-1,-1,-3,-1,1,360
67,21,1,591,6,-1,99999,-1,-1,-3,-1,1,360
68,22,1,79,6,-1,99999,-1,-1,-3,-1,1,360
69,22,1,144,8,-1,99999,-1,-1,-3,-1,1,360
70,23,1,23,6,-1,99999,-1,-1,-3,-1,1,360
71,23,1,1371,3,-1,99999,-1,-1,-3,-1,1,360
72,23,1,180,4,-1,99999,-1,-1,-3,-1,1,360
73,23,1,45,8,-1,99999,-1,-1,-3,-1,1,360
74,23,1,533,12,-1,99999,-1,-1,-3,-1,1,360
75,24,1,1,7,-1,99999,-1,-1,-3,-1,1,420
76,25,1,1135,11,-1,99999,-1,-1,-3,-1,1,420
77,25,1,28,12,-1,99999,-1,-1,-3,-1,1,420
78,26,1,472,9,-1,99999,-1,-1,-3,-1,1,480
79,26,1,305,8,-1,99999,-1,-1,-3,-1,1,480
80,26,1,1456,6,-1,99999,-1,-1,-3,-1,1,480
81,26,1,41,7,-1,99999,-1,-1,-3,-1,1,480
82,27,1,58,4,-1,99999,-1,-1,-3,-1,1,480
83,27,1,11,5,-1,99999,-1,-1,-3,-1,1,480
84,27,1,239,7,-1,99999,-1,-1,-3,-1,1,480
85,27,1,674,7,-1,99999,-1,-1,-3,-1,1,480
86,27,1,55,7,-1,99999,-1,-1,-3,-1,1,480
87,28,1,395,4,-1,99999,-1,-1,-3,-1,1,540
88,29,1,312,4,-1,99999,-1,-1,-3,-1,1,540
89,30,1,79,12,-1,99999,-1,-1,-3,-1,1,600
90,30,1,914,5,-1,99999,-1,-1,-3,-1,1,600
91,30,1,767,2,-1,99999,-1,-1,-3,-1,1,600
92,30,1,541,1,-1,99999,-1,-1,-3,-1,1,600
93,30,1,262,8,-1,99999,-1,-1,-3,-1,1,600
94,30,1,645,10,-1,99999,-1,-1,-3,-1,1,600
95,30,1,90,8,-1,99999,-1,-1,-3,-1,1,600
96,31,1,122,4,-1,99999,-1,-1,-3,-1,1,600
97,31,1,503,6,-1,99999,-1,-1,-3,-1,1,600
98,32,1,86,9,-1,99999,-1,-1,-3,-1,1,600
99,33,1,202,6,-1,99999,-1,-1,-3,-1,1,600
100,33,1,904,6,-1,99999,-1,-1,-3,-1,1,600
101,34,1,893,4,-1,99999,-1,-1,-3,-1,1,600
102,34,1,3154,4,-1,99999,-1,-1,-3,-1,1,600
103,35,1,489,6,-1,99999,-1,-1,-3,-1,1,600
104,35,1,292,8,-1,99999,-1,-1,-3,-1,1,600
105,35,1,1267,10,-1,99999,-1,-1,-3,-1,1,600
106,36,1,710,8,-1,99999,-1,-1,-3,-1,1,600
107,37,1,101,5,-1,99999,-1,-1,-3,-1,1,660
108,37,1,187,4,-1,99999,-1,-1,-3,-1,1,660
109,38,1,492,3,-1,99999,-1,-1,-3,-1,1,660
110,38,1,504,8,-1,99999,-1,-1,-3,-1,1,660
