tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2936,30,1328,B,v13_piggyback
3621,4,1228,B,v13_piggyback
3710,251,2349,B,v13_piggyback
4016,409,3243,B,v13_piggyback
4303,76,1527,B,v13_piggyback
4656,150,1863,B,v13_fetch
5017,150,1863,B,v13_fetch
5095,255,2372,B,v13_piggyback
6287,122,1730,B,v13_piggyback
6451,150,1863,B,v13_fetch
6599,310,2666,B,v13_piggyback
6855,482,1171,A,v13_piggyback
6891,61,1457,B,v13_piggyback
7130,474,1123,A,v13_piggyback
7537,478,1143,A,v13_piggyback
8214,141,1820,B,v13_piggyback
8713,246,324,A,v13_piggyback
8984,272,385,A,v13_piggyback
9000,482,3696,B,v13_piggyback
9152,266,2420,B,v13_piggyback
9184,177,1990,B,v13_piggyback
9195,265,2420,B,v13_piggyback
10369,53,1424,B,v13_piggyback
10393,61,1457,B,v13_piggyback
10522,428,880,A,v13_piggyback
10817,103,1642,B,v13_piggyback
10898,385,715,A,v13_piggyback
10911,470,1097,A,v13_piggyback
11213,55,1432,B,v13_piggyback
11473,278,2480,B,v13_piggyback
11819,299,457,A,v13_piggyback
11828,328,540,A,v13_piggyback
11859,363,644,A,v13_piggyback
12064,11,1250,B,v13_piggyback
12729,471,1105,A,v13_piggyback
12915,179,190,A,v13_piggyback
12915,179,2001,B,v13_piggyback
12983,486,1197,A,v13_fetch
12994,150,1863,B,v13_piggyback
13028,251,2349,B,v13_piggyback
13200,178,1996,B,v13_piggyback
13531,108,1663,B,v13_piggyback
13626,150,1863,B,v13_piggyback
13691,486,1197,A,v13_piggyback
14263,272,385,A,v13_piggyback
14368,426,864,A,v13_piggyback
14748,289,425,A,v13_piggyback
14786,62,1458,B,v13_piggyback
14892,145,1839,B,v13_piggyback
15170,345,586,A,v13_piggyback
15176,150,1863,B,v13_fetch
15469,474,1119,A,v13_piggyback
15547,272,385,A,v13_piggyback
15765,273,385,A,v13_piggyback
15803,58,1445,B,v13_piggyback
16264,301,464,A,v13_piggyback
16485,81,1548,B,v13_piggyback
16803,120,1721,B,v13_piggyback
17258,239,299,A,v13_piggyback
17280,78,1531,B,v13_piggyback
17415,466,1070,A,v13_piggyback
17472,248,332,A,v13_piggyback
17741,78,1531,B,v13_piggyback
17979,479,1150,A,v13_piggyback
18060,331,540,A,v13_piggyback
18283,78,1531,B,v13_piggyback
18320,271,384,A,v13_piggyback
18442,248,332,A,v13_piggyback
18826,78,1531,B,v13_piggyback
19079,266,371,A,v13_piggyback
19079,266,375,A,v13_piggyback
19293,253,2362,B,v13_piggyback
19395,364,647,A,v13_fetch
19649,78,1531,B,v13_piggyback
19689,338,562,A,v13_piggyback
19767,140,1813,B,v13_piggyback
19988,78,1531,B,v13_piggyback
20106,366,647,A,v13_piggyback
20181,364,646,A,v13_piggyback
20314,78,1531,B,v13_piggyback
20317,271,384,A,v13_piggyback
20766,271,384,A,v13_piggyback
20895,78,1531,B,v13_piggyback
20932,369,3014,B,v13_piggyback
21153,385,718,A,v13_piggyback
21529,469,1084,A,v13_piggyback
21614,77,1531,B,v13_fetch
21959,305,466,A,v13_piggyback
21959,305,475,A,v13_piggyback
22050,77,1531,B,v13_piggyback
22171,476,1133,A,v13_piggyback
22223,1,0,A,v13_piggyback
22223,1,1221,B,v13_piggyback
22238,350,604,A,v13_piggyback
22272,315,499,A,v13_piggyback
22323,367,624,A,v13_piggyback
22383,364,624,A,v13_piggyback
22383,364,646,A,v13_piggyback
22463,77,1531,B,v13_piggyback
22621,305,466,A,v13_piggyback
22621,305,475,A,v13_piggyback
22692,263,364,A,v13_piggyback
22798,367,624,A,v13_piggyback
22870,236,288,A,v13_piggyback
22880,5,0,A,v13_piggyback
22942,365,624,A,v13_piggyback
22990,305,466,A,v13_piggyback
23107,8,0,A,v13_piggyback
23435,364,624,A,v13_piggyback
23963,399,757,A,v13_piggyback
23963,399,767,A,v13_piggyback
24161,398,757,A,v13_piggyback
24694,142,140,A,v13_piggyback
24862,103,1642,B,v13_piggyback
25186,223,272,A,v13_piggyback
25731,487,3724,B,v13_piggyback
25731,487,1197,A,v13_piggyback
25772,433,896,A,v13_piggyback
25853,11,0,A,v13_piggyback
25853,11,1250,B,v13_piggyback
25861,351,2906,B,v13_piggyback
26191,398,757,A,v13_piggyback
26332,299,457,A,v13_piggyback
26422,0,0,A,v13_piggyback
26531,398,757,A,v13_piggyback
26844,1,0,A,v13_piggyback
26928,154,1883,B,v13_piggyback
27074,321,513,A,v13_piggyback
27110,240,307,A,v13_piggyback
27239,1,0,A,v13_piggyback
27686,18,0,A,v13_piggyback
27905,291,436,A,v13_fetch
27905,291,2551,B,v13_fetch
28434,177,190,A,v13_fetch
28434,177,1990,B,v13_fetch
28437,113,96,A,v13_piggyback
28578,80,1541,B,v13_piggyback
28578,80,1531,B,v13_piggyback
28706,246,324,A,v13_piggyback
28785,112,96,A,v13_piggyback
